words,labels
"['most', 'surprising', 'ibm', 'is', 'growing', 'faster', 'than', 'dell', 'in', 'key', 'segments', 'of', 'the', 'low', 'end', 'server', 'market']","['0', '0', '1', '0', '3', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['there', 'will', 'be', 'review', 'after', 'review', 'that', 'shows', 'a', 'cpq', 'or', 'ibm', 'system', 'as', '10', '15', 'faster', 'than', 'the', 'dell', 'system']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '3', '0', '0', '1', '0']"
"['ibm', 's', 'unit', 'shipments', 'grew', 'by', '19', '3', 'percent', 'during', 'the', 'quarter', 'faster', 'than', 'the', 'overall', 'pace', 'of', 'the', 'market', 'while', 'dell', 'and', 'hp', 'trailed', 'the', 'pace']","['1', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']"
"['look', 'for', 'example', 'at', 'dell', 'hp', 'or', 'whitebox', 'x86', 'servers', 'they', 'are', 'not', 'only', 'cheaper', 'but', 'they', 'are', 'also', 'easier', 'to', 'use', 'than', 'mini', 'computer', 'systems', 'from', 'ibm']","['0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '3', '0', '3', '0', '0', '0', '0', '0', '1']"
"['since', 'the', 'mid', '1990s', 'sun', 'and', 'ibm', 'have', 'used', '64', 'bit', 'microprocessors', 'which', 'would', 'seem', 'inherently', 'superior', 'to', 'the', 'intel', 'designed', '32', 'bit', 'chips', 'installed', 'on', 'cheaper', 'low', 'end', 'lintel', 'or', 'wintel', 'running', 'windows', 'boxes', 'stamped', 'out', 'by', 'companies', 'like', 'dell']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
"['dell', 'in', 'particular', 'was', 'way', 'cheaper', 'than', 'ibm']","['1', '0', '0', '0', '0', '3', '0', '1']"
"['dell', 'and', 'other', 'computers', 'with', 'same', 'specs', 'are', '800', 'cheaper', 'than', 'ibm']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1']"
"['vasudeva', 'said', 'ibm', 'is', 'cheaper', 'than', 'hp', 'on', 'the', 'average', 'selling', 'price', 'and', 'dell', 'is', 'cheaper', 'than', 'both']","['0', '0', '1', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '3', '0', '0']"
"['balderston', 'argued', 'that', 'ibm', 'is', 'well', 'positioned', 'to', 'take', 'advantage', 'of', 'this', 'period', 'of', 'server', 'history', 'with', 'its', 'greater', 'linux', 'server', 'share', 'than', 'competitors', 'hp', 'or', 'dell', 'and', 'with', 'more', 'than', '360', 'middleware', 'products', 'running', 'on', 'linux', 'as', 'well', 'as', '6', '000', 'applications', 'ported', 'to', 'the', 'operating', 'environment']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '3', '4', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['dell', 'will', 'continue', 'to', 'face', 'formidable', 'competitors', 'such', 'as', 'emc', 'ibm', 'cisco', 'oracle', 'accenture', 'hp', 'and', 'others', 'all', 'of', 'which', 'will', 'have', 'far', 'greater', 'financial', 'flexibility', 'fitch', 'said']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '4', '0', '0']"
"['further', 'up', 'market', 'ibm', 's', 'configure', 'your', 'own', 'server', 'offers', 'far', 'fewer', 'options', 'than', 'dell', 'and', 'compaq', 'but', 'offers', 'greater', 'discounts', 'on', 'pricier', 'items']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0', '1', '0', '1', '0', '0', '3', '3', '0', '0', '0']"
"['dell', 'did', 'not', 'succeed', 'because', 'its', 'products', 'were', 'better', 'than', 'those', 'of', 'competitors', 'ibm', 'compaq', 'and', 'the', 'like']","['1', '0', '0', '0', '0', '0', '3', '0', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0']"
"['in', 'achieving', 'that', 'distinction', 'he', 'took', 'on', 'ibm', 'compaq', 'hewlett', 'packard', 'toshiba', 'and', 'many', 'other', 'pc', 'makers', 'most', 'of', 'them', 'much', 'bigger', 'and', 'better', 'financed', 'than', 'dell']","['0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '3', '3', '0', '1']"
"['by', 'far', 'the', 'best', 'laptops', 'for', 'reliablity', 'are', 'the', 'ibm', 'thinkpad', 't', 'series', 'even', 'a', 'used', 'thinkpad', 'is', 'better', 'than', 'most', 'new', 'ones', 'from', 'compaq', 'alienware', 'emachines', 'or', 'the', 'lower', 'end', 'dell', 'inspirons', 'and', 'low', 'end', 'hp', 's']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0']"
"['bawalker', 'dude', 'you', 'know', 'ibm', 'has', 'maybe', 'an', 'even', 'negative', 'perception', 'among', 'some', 'but', 'i', 'got', 'this', 'x230', 'eserver', 'off', 'ebay', 'and', 'i', 'have', 'to', 'say', 'i', 'like', 'it', 'waay', 'better', 'than', 'compaq', 'hp', 'or', 'even', 'dell', 'but', 'not', 'sun']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1', '1', '0', '0', '1', '0', '0', '0']"
"['ibm', 'compaq', 'hp', 'all', 'worse', 'than', 'dell']","['1', '1', '1', '0', '3', '0', '1']"
"['i', 'have', 'a', 'fantastic', '8', 'yr', 'old', 'mac', 'dual', 'g5', 'ibm', 'powerpc', 'chips', 'which', 'is', 'faster', 'for', 'almost', 'everything', 'than', 'my', '1', 'yr', 'old', 'dell']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
"['however', 'some', 'people', 'use', 'ibm', 'or', 'hp', 'servers', 'because', 'they', 'have', 'an', 'enterprise', 'license', 'or', 'get', 'better', 'pricing', 'than', 'they', 'get', 'for', 'dell']","['0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0', '0', '0', '0', '1']"
"['similarly', 'ibm', 'is', 'about', '40', 'higher', 'than', 'the', 'dell', 'or', 'hp', 'equivalent', 'on', 'their', 'blades', 'your', 'street', 'pricing', 'may', 'vary', 'because', 'of', 'the', 'perception', 'of', 'ibm', 'as', 'the', 'blade', 'standard', 'and', 'the', 'speed', 'to', 'which', 'the', 'blue', 'adherents', 'signed', 'up', 'for', 'more', 'ibm', 'tin']","['0', '1', '0', '0', '0', '3', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']"
"['since', 'intel', 'has', 'introduced', 'flat', 'pricing', 'which', 'it', 'should', 'have', 'done', 'from', 'the', 'go', 'to', 'help', 'it', 's', 'lawsuit', 'case', 'dell', 'feels', 'a', 'bit', 'left', 'compared', 'to', 'ibm', 'hp', 'etc']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '3', '0', '0', '1', '0', '0']"
"['sony', 'was', 'a', 'bit', 'smarter', 'than', 'microsoft', 'here']","['1', '0', '0', '0', '3', '0', '1', '0']"
"['now', 'hopefully', 'sony', 'is', 'smarter', 'about', 'it', 'than', 'microsoft']","['0', '0', '1', '0', '3', '0', '0', '0', '1']"
"['it', 'highlighted', 'how', 'consumers', 'perceive', 'the', 'ownership', 'of', 'their', 'games', 'showed', 'that', 'sony', 'was', 'smarter', 'than', 'microsoft', 'and', 'emphasised', 'the', 'importance', 'of', 'pre', 'owned', 'games']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']"
"['sony', 'does', 'make', 'better', 'platform', 'exclusive', 'games', 'than', 'microsoft']","['1', '0', '0', '3', '0', '0', '3', '0', '1']"
"['sony', 'is', 'better', 'at', 'the', 'game', 'of', 'games', 'than', 'microsoft', 'is']","['1', '0', '3', '0', '0', '3', '0', '0', '0', '1', '0']"
"['rjejr', 'with', 'the', 'exception', 'of', 'destiny', 'sony', 'showed', 'better', 'games', 'than', 'microsoft']","['0', '0', '0', '0', '0', '0', '1', '0', '3', '3', '0', '1']"
"['as', 'well', 'the', 'catalog', 'of', 'sony', 'only', 'games', 'is', 'far', 'better', 'than', 'microsoft']","['0', '0', '0', '0', '0', '1', '0', '3', '0', '0', '3', '0', '1']"
"['sony', 'and', 'nintendo', 'are', 'much', 'better', 'at', 'making', 'hardware', 'and', 'games', 'than', 'microsoft']","['1', '0', '1', '0', '0', '3', '0', '0', '3', '0', '3', '0', '1']"
"['sony', 'is', 'a', 'superior', 'hardware', 'manufacturer', 'much', 'better', 'than', 'both', 'nintendo', 'and', 'microsoft']","['1', '0', '0', '0', '3', '4', '0', '3', '0', '0', '1', '0', '1']"
"['now', 'i', 'was', 'expecting', 'nintendo', 'to', 'be', 'better', 'than', 'microsoft', 'but', 'worse', 'than', 'sony']","['0', '0', '0', '0', '1', '0', '0', '3', '0', '1', '0', '3', '0', '1']"
"['sony', 'can', 't', 'be', 'worse', 'than', 'nintendo', 'and', 'microsoft']","['1', '3', '4', '4', '4', '0', '1', '0', '1']"
"['the', '1st', 'and', '2nd', 'party', 'gaming', 'franchises', 'from', 'nintendo', 'and', 'sony', 'are', 'just', 'superior', 'to', 'anything', 'microsoft', 'can', 'put', 'forth']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '3', '0', '0', '1', '0', '0', '0']"
"['our', 'nintendo', 'and', 'sony', 'is', 'much', 'better', 'than', 'your', 'microsoft', 'and', 'sega']","['0', '0', '0', '1', '0', '0', '3', '0', '0', '1', '0', '1']"
"['and', 'it', 'clearly', 'looks', 'like', 'sony', 'has', 'greater', 'native', 'demand', 'than', 'microsoft', 'only', 'the', 'price', 'disparity', 'is', 'holding', 'them', 'back']","['0', '0', '0', '0', '0', '1', '0', '3', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']"
"['the', 'reality', 'is', 'that', 'sony', 'is', 'releasing', 'their', 'next', 'gen', 'offering', 'in', 'a', 'greater', 'number', 'of', 'countries', 'than', 'microsoft', 'on', 'launch']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '3', '0', '0', '3', '0', '0', '0', '0', '1', '0', '0']"
"['so', 'the', 'chance', 'of', 'hsa', 'being', 'used', 'by', 'sony', 'is', 'far', 'greater', 'than', 'microsoft', 'and', 'they', 'most', 'likely', 'wouldn', 't', 'have', 'the', 'latest', 'version', 'anyway']","['0', '0', '3', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['if', 'sony', 'is', 'selling', 'the', 'ps4', 'at', 'a', 'greater', 'loss', 'than', 'microsoft', 'and', 'they', 'sell', 'alot', 'more', 'units', 'this', 'won', 't', 'be', 'great', 'short', 'term', 'if', 'software', 'sales', 'don', 't', 'offset', 'it']","['0', '1', '0', '0', '0', '0', '0', '0', '3', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['sony', 'is', 'in', 'a', 'better', 'position', 'than', 'microsoft', 'to', 'make', 'something', 'like', 'home', 'work', 'because', 'they', 'are', 'involved', 'in', 'more', 'of', 'the', 'market', 'than', 'microsoft', 'such', 'as', 'movies', 'music', 'and', 'electronics']","['1', '0', '0', '0', '3', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '3', '0', '1', '0', '0', '3', '3', '0', '3']"
"['he', 'said', 'he', 'doesn', 't', 'need', 'those', 'all', 'in', 'one', 'system', 'that', 'xbox', 'had', 'to', 'offer', 'because', 'the', 'ps4', 'also', 'is', 'an', 'all', 'in', 'one', 'system', 'and', 'plus', 'sony', 'as', 'a', 'brand', 'is', 'so', 'much', 'better', 'than', 'microsoft', 'in', 'terms', 'of', 'electronics']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '0']"
"['apple', 'is', 'a', 'consumer', 'electronics', 'company', 'more', 'like', 'sony', 'than', 'microsoft']","['1', '0', '0', '0', '0', '0', '0', '3', '1', '0', '1']"
"['microsoft', 'is', 'a', 'small', 'company', 'compared', 'to', 'the', 'sony', 'electronics', 'group', 'ltd']","['1', '0', '0', '3', '0', '0', '0', '0', '1', '0', '0', '0']"
"['but', 'in', 'our', 'view', 'many', 'consumers', 'think', 'these', 'features', 'are', 'worth', 'waiting', 'for', 'and', 'because', 'of', 'that', 'sony', 'has', 'a', 'much', 'better', 'chance', 'of', 'actually', 'selling', 'every', 'one', 'of', 'its', 'machines', 'than', 'microsoft', 'did', 'even', 'assuming', 'its', 'price', 'is', 'higher', 'than', 'some', 'may', 'hope']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '3', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['sony', 'has', 'more', 'assets', 'and', 'higher', 'revenue', 'than', 'microsoft']","['1', '0', '3', '3', '0', '3', '3', '0', '1']"
"['microsoft', 'games', 'have', 'a', 'higher', 'meta', 'critic', 'rating', 'than', 'sony']","['1', '0', '0', '0', '3', '0', '0', '3', '0', '1']"
"['both', 'nintendo', 'and', 'microsoft', 'have', 'consoles', 'sales', 'that', 'are', 'over', '3x', 'higher', 'than', 'sony']","['0', '1', '0', '1', '0', '0', '3', '0', '0', '0', '0', '3', '0', '1']"
"['one', 'possibility', 'is', 'that', 'sony', 'charges', 'a', 'higher', 'licensing', 'cost', 'per', 'unit', 'sold', 'than', 'microsoft']","['0', '0', '0', '0', '1', '0', '0', '3', '0', '3', '0', '0', '0', '0', '1']"
"['when', 'asked', 'why', 'the', 'ps4', 'is', 'so', 'physically', 'superior', 'to', 'the', 'xbox', 'one', 'the', 'simple', 'answer', 'is', 'sony', 'is', 'better', 'than', 'microsoft', 'at', 'designing', 'hardware']","['0', '0', '0', '0', '1', '0', '0', '3', '3', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '3', '0', '1', '0', '0', '3']"
"['in', 'few', 'years', 'after', 'sony', 'showcasing', 'great', 'and', 'superior', 'visuals', 'with', 'ps4', 'just', 'by', 'surprise', 'microsoft', 'will', 'show', 'same', 'level', 'of', 'graphics', 'if', 'not', 'better', 'and', 'will', 'claim', 'that', 'they', 'came', 'with', 'great', 'and', 'better', 'visuals', 'than', 'ps4']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '0', '3', '3', '4', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0', '1']"
"['when', 'sony', 'announced', 'at', 'e3', 'how', 'much', 'better', 'it', 'was', 'than', 'microsoft', 'it', 'reaffirmed', 'that', 'the', 'ps4', 'would', 'be', 'region', 'free']","['0', '1', '0', '0', '0', '0', '0', '3', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['the', 'ps4', 'specs', 'that', 'were', 'shown', 'from', 'sony', 'event', 'are', 'better', 'than', 'the', 'xbox', 'one', 'specs', 'that', 'were', 'shown', 'from', 'microsoft', 'event']","['0', '0', '3', '0', '0', '0', '0', '1', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']"
"['i', 'just', 'think', 'that', 'in', 'my', 'case', 'sony', 'has', 'presented', 'a', 'better', 'argument', 'for', 'the', 'ps4', 'than', 'microsoft', 'has', 'with', 'the', 'xbox', 'one']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '3', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']"
"['yet', 'i', 'think', 'microsoft', 'will', 'have', 'a', 'harder', 'time', 'promoting', 'the', '720', 'than', 'sony', 'will', 'the', 'playstation', '4']","['0', '0', '0', '1', '0', '0', '0', '3', '0', '3', '0', '0', '0', '1', '0', '0', '0', '0']"
"['the', 'playstation', 'indie', 'developers', 'have', 'also', 'said', 'that', 'sony', 'is', 'much', 'easier', 'to', 'work', 'with', 'than', 'with', 'corporate', 'microsoft', 'when', 'talking', 'about', 'the', 'upcoming', 'next', 'gen', 'consoles']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '3', '4', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']"
"['sony', 'are', 'making', 'much', 'better', 'moves', 'than', 'ms', 'with', 'the', 'playstation', '4', 'but', 'in', 'all', 'honesty', 'they', 'are', 'exactly', 'the', 'same', 'as', 'the', 'microsoft']","['1', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '0', '1']"
"['sony', 'has', 'been', 'trying', 'to', 'create', 'a', 'much', 'larger', 'digital', 'presence', 'and', 'until', 'the', 'recent', 'store', 'update', 'to', 'unify', 'the', 'ui', 'with', 'that', 'of', 'the', 'vita', 'or', 'so', 'i', 'm', 'assuming', 'has', 'been', 'doing', 'a', 'much', 'better', 'job', 'than', 'microsoft', 'really', 'has']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0']"
"['but', 'for', 'me', 'all', 'sony', 'has', 'to', 'do', 'is', 'remind', 'us', 'that', 'they', 'have', 'a', 'much', 'larger', 'and', 'i', 'd', 'argue', 'much', 'better', 'stable', 'of', '1st', 'and', '2nd', 'party', 'developers', 'that', 'will', 'only', 'make', 'games', 'for', 'their', 'platforms', 'than', 'microsoft', 'does']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']"
"['sony', 'has', 'a', 'much', 'larger', 'name', 'in', 'the', 'gaming', 'industry', 'than', 'microsoft', 'overall']","['1', '0', '0', '0', '3', '0', '0', '0', '3', '0', '0', '1', '0']"
"['sony', 'has', 'sold', 'more', 'ps4', 'units', 'than', 'microsoft', 's', 'xbox', 'one', 'but', 'microsoft', 'has', 'been', 'making', 'a', 'larger', 'profit', 'per', 'console', 'than', 'sony']","['1', '0', '3', '3', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '3', '0', '0', '0', '1']"
"['but', 'yes', 'i', 'do', 'agree', 'with', 'sony', 'and', 'nintendo', 'having', 'an', 'easier', 'time', 'than', 'microsoft', 'just', 'because', 'of', 'the', 'content', 'from', 'microsoft']","['0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']"
"['at', 'the', 'time', 'sony', 'was', 'being', 'nicer', 'linux', '3rd', 'party', 'controllers', 'than', 'the', 'xbox', 'division', 'of', 'microsoft', 'and', 'had', 'the', 'games', 'i', 'wanted']","['0', '0', '0', '1', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
"['this', 'time', 'around', 'sony', 'seems', 'to', 'be', 'in', 'a', 'better', 'place', 'than', 'microsoft', 'but', 'we', 'll', 'see']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0']"
"['with', 'the', 'sony', 'exclusiv', 'studios', 'and', 'games', 'everyone', 'finds', 'better', 'gamingexperiance', 'than', 'time', 'exclusive', 'content', 'from', 'microsoft']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '3', '3', '0', '0', '0', '0', '0', '1']"
"['it', 's', 'not', 'a', 'question', 'of', 'the', 'ds', 'being', 'superior', 'to', 'the', 'psp', 'but', 'the', 'games']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '3', '0', '0', '1', '0', '0', '0']"
"['the', 'ds', 'has', 'many', 'better', 'games', 'than', 'psp']","['0', '1', '0', '0', '3', '3', '0', '1']"
"['keryk', 'ds', 'games', 'have', 'been', 'rated', 'waay', 'better', 'then', 'psp', 'games']","['0', '1', '3', '0', '0', '0', '0', '3', '0', '1', '0']"
"['i', 'am', 'very', 'happy', 'with', 'my', 'ds', 'and', 'consider', 'it', 'far', 'superior', 'to', 'the', 'psp', 'when', 'it', 'comes', 'to', 'games', 'especially']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
"['the', 'sheer', 'amount', 'of', 'games', 'being', 'sold', 'for', 'the', 'ds', 'is', 'far', 'greater', 'then', 'the', 'psp']","['0', '0', '3', '4', '4', '0', '0', '0', '0', '1', '0', '0', '3', '0', '0', '1']"
"['nationally', 'the', 'ds', 'numbers', 'have', 'been', 'better', 'than', 'the', 'psp', 'but', 'then', 'it', 'is', 'cheaper']","['0', '0', '1', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '3']"
"['i', 'couldn', 't', 'agree', 'more', 'the', 'ds', 'is', 'better', 'than', 'the', 'psp', 'by', 'far', 'because', 'the', 'ds', 'is', 'cheaper', 'and', 'so', 'are', 'the', 'games']","['0', '3', '4', '4', '0', '0', '1', '0', '3', '0', '0', '1', '0', '0', '0', '0', '1', '0', '3', '0', '0', '0', '0', '0']"
"['i', 'like', 'the', 'ds', 'for', '2', 'reasons', 'way', 'better', 'games', 'and', 'its', 'a', 'lot', 'cheaper', 'than', 'the', 'psp']","['0', '0', '0', '1', '0', '0', '0', '0', '3', '3', '0', '0', '0', '0', '3', '0', '0', '1']"
"['i', 'read', 'that', 'the', 'ds', 'is', 'better', 'for', 'the', 'real', 'gamers', 'because', 'the', 'games', 'ar', 'cheaper', 'than', 'the', 'psp']","['0', '0', '0', '0', '1', '0', '3', '0', '0', '0', '0', '0', '0', '3', '0', '3', '0', '0', '1']"
"['it', 's', 'how', 'the', 'gameboy', 'and', 'ds', 'did', 'better', 'than', 'the', 'gamegear', 'and', 'psp', 'despite', 'nintendo', 'releasing', 'weaker', 'cheaper', 'consoles']","['0', '0', '0', '0', '1', '0', '1', '0', '3', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']"
"['in', 'my', 'opinion', 'a', 'stock', 'psp', 'is', 'inferior', 'to', 'a', 'ds', 'but', 'the', 'added', 'possibilities', 'a', 'modded', 'psp', 'has', 'helps', 'level', 'the', 'playing', 'field', 'quite', 'a', 'bit']","['0', '0', '0', '0', '0', '1', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['this', 'is', 'a', 'no', 'brainer', 'for', 'me', 'seeing', 'as', 'i', 'already', 'see', 'the', 'psp', 'inferior', 'to', 'the', 'ds', 'and', 'that', 'i', 'd', 'also', 'rather', 'keep', 'my', 'psp', 'over', 'getting', 'a', 'new', '3ds']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']"
"['nintendo', 'ds', 'games', 'are', 'all', 'all', 'very', 'very', 'graphically', 'inferior', 'to', 'psp', 'games']","['0', '1', '0', '0', '0', '0', '0', '0', '3', '3', '0', '1', '0']"
"['of', 'course', 'everyone', 'knows', 'the', 'ds', 'hardware', 'is', 'inferior', 'to', 'the', 'power', 'horse', 'psp']","['0', '0', '0', '0', '0', '1', '3', '0', '3', '0', '0', '0', '0', '1']"
"['the', 'ds', 'was', 'inferior', 'to', 'the', 'psp', 'until', 'it', 'was', 'updated', 'to', 'the', 'dsi']","['0', '1', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']"
"['ds', 'is', 'by', 'far', 'easier', 'to', 'emulate', 'than', 'psp']","['1', '0', '0', '0', '3', '0', '3', '0', '1']"
"['ds', 'is', 'a', 'much', 'better', 'system', 'than', 'psp']","['1', '0', '0', '0', '3', '3', '0', '1']"
"['this', 'system', 'the', 'ds', 'has', 'better', 'software', 'so', 'far', 'than', 'the', 'psp', 'the', 'psp', 'looks', 'better', 'but', 'who', 'cares', 'if', 'you', 'bet', 'bored']","['0', '0', '0', '1', '0', '3', '3', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['i', 'would', 'buy', 'the', 'psp', 'no', 'doubt', 'about', 'it', 'because', 'its', 'a', 'much', 'better', 'system', 'than', 'the', 'ds']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0', '0', '1']"
"['i', 'wouldn', 't', 'go', 'as', 'far', 'as', 'to', 'say', 'that', 'the', 'design', 'makes', 'the', 'ds', 'superior', 'to', 'the', 'psp', 'but', 'it', 'certainly', 'demonstrates', 'how', 'clever', 'nintendo', 'is', 'in', 'building', 'gaming', 'systems']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '1', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['the', 'only', 'reason', 'people', 'have', 'been', 'saying', 'that', 'the', 'ds', 'is', 'better', 'than', 'the', 'psp', 'is', 'because', 'they', 'like', 'the', 'ds', 'games', 'better', 'which', 'generally', 'have', 'little', 'to', 'do', 'with', 'what', 'system', 'they', 're', 'one']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['nintendo', 'has', 'been', 'around', 'way', 'longer', 'than', 'xbox', 'and', 'ds', 'is', 'waaay', 'better', 'than', 'psp']","['1', '0', '3', '4', '0', '3', '0', '1', '0', '1', '0', '0', '3', '0', '1']"
"['the', 'nintendo', 'ds', 'is', 'better', 'than', 'the', 'psp', 'in', 'many', 'ways', 'it', 'looks', 'cooler', 'it', 's', 'more', 'compact', 'the', 'battery', 'lasts', 'longer', 'there', 'is', 'a', 'touch', 'screen', 'and', 'it', 's', 'actually', 'fun']","['0', '0', '1', '0', '3', '0', '0', '1', '0', '0', '0', '0', '3', '3', '0', '0', '3', '3', '0', '3', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
