words,labels
[python / ruby are much slower than java .],[B-Object O B-Object O O B-Predicate O B-Object O]
"[although the performance of python is worse than java , erlang , haskell , and ml , it ' s still better than ruby .]",[O O B-Aspect O B-Object O B-Predicate O B-Object O B-Object O B-Object O O B-Object O O O O O B-Predicate O B-Object O]
"[mono ' s certainly slower than java , but it ' s also generally far faster than ruby or python , which most people would have no problems using for cross - platform development .]",[B-Object O O O B-Predicate O B-Object O O O O O O O O B-Predicate O B-Object O B-Object O O O O O O O O O O O O O O O]
"[a native - code compiler is available , and according to numerical benchmarks , it makes erlang programs faster than ruby , perl , and php , albeit slower than java and javascript .]",[O O O O O O O O O O O O O O O O B-Object B-Aspect B-Predicate O B-Object O B-Object O O B-Object O O B-Predicate O B-Object O B-Object O]
[for the moment ruby is truly slower than php or java .],[O O O B-Object O O B-Predicate O B-Object O B-Object O]
[ruby at 63x longer ( or 30x slower than java ) should shut up all the java haters who witter on about ruby ( or php at 12 slower than java ) for web development .],[B-Object O O B-Predicate O O O B-Predicate O B-Object O O O O O O B-Object O O O O O B-Object O O B-Object O O B-Predicate O B-Object O O O O O]
"[and for you java programmers who are smirking because your environment is 30x faster than ruby , i ' m sure a ruby jitter is going to show up .]",[O O O B-Object O O O O O O B-Aspect O O B-Predicate O B-Object O O O O O O B-Object O O O O O O O]
[very interesting note : ' it is cheaper to build a scalable product with a fast development language like ruby where you can add servers as you need them than it is to develop in a slower - to - code environment ( e . g . arguable java ).'],[O O O O O O O B-Predicate O B-Aspect O O O O O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Object O]
[+ 1 to the group that thinks that ruby is harder to debug than java ( just because i lack proper tools ) and requires more tests that i would have to maintain .],[O O O O O O O O B-Object O B-Predicate O B-Aspect O B-Object O O O O O O O O O O O O O O O O O O O]
"[ruby may not be ideal for some of the less glamorous back - end tasks , but tools like rails gain so much on the front end that ruby meets a greater cross - section of needs than java would .]",[B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O B-Predicate O O O O B-Aspect O B-Object O O]
[ruby tools are generally not as mature as those for java .],[B-Object B-Aspect O O B-Predicate I-Predicate I-Predicate O O O B-Object O]
"[or as eleanor mchugh , the implementer of the golightly vm , described it : lighter than java , safer than c . based on her golightly vm , rubygolightly is an experimental reimplementation of tiny . rb , which in itself is a subset of the ruby 1 . 8 runtime .]",[O O O O O O O O O B-Object O O O O O B-Predicate O B-Object O B-Predicate O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O]
"[both allow higher - levels and safer programming that imperative or oo languages , plus both have high performance implementations that compete with c ++ and java and are at least an higher of magnitude faster than scripting languages such as python , perl , ruby , etc . .]",[O O O O O O O O O O O O O O O O O O O O O O O B-Object I-Object O B-Object O O O O O O O O B-Predicate O O O O O B-Object O B-Object O B-Object O O O O]
"[i , at least , find that my ruby or javascript code degrades over time more than my java code does , mainly because i get lazy and avoid refactorings that i would be more likely to do if they were safer and more automatic .]",[O O O O O O O O B-Object O B-Object O B-Aspect O O B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O]
"[the last two were particularly important as they use static type system and compiled languages as c # and java that are known to be faster then other dynamic typed languages like php , python , ruby and perl popular in web development .]",[O O O O O O O O O O O O O O O O B-Object I-Object O B-Object O O O O O B-Predicate O O O O O O B-Object O B-Object O B-Object O B-Object O O O O O]
"[a make system , is indeed much easier to create in fpc or ruby , because ruby and fpc are much more terse than java .]",[O O O O O O O B-Predicate O B-Aspect O B-Object O B-Object O O B-Object O B-Object O O B-Predicate B-Aspect O B-Object O]
"[i find ruby far easier to work with than java in general , but the main advantage java as is great auto - generated documentation .]",[O O B-Object O B-Predicate O B-Aspect O O B-Object O O O O O O O B-Object O O O O O O O O]
[i should know by now that python and ruby are much easier to work with than java has proven to .],[O O O O O O B-Object O B-Object O O B-Predicate O B-Aspect O O B-Object O O O O]
"[rails , as the combination of the ruby language and the rails developer framework is called by its coder legions , is easier to work with than java .]",[O O O O O O O B-Object O O O O O O O O O O O O O O B-Predicate O B-Aspect O O B-Object O]
[there are lots and lots of testimonials about working with ruby being easier and faster than working in java - .],[O O O O O O O O B-Aspect O B-Object O B-Predicate O B-Predicate O O O B-Object O O]
"[so at the end of the day , writing ruby cocoa apps is going to be a whole lot better and easier than writing java cocoa apps .]",[O O O O O O O O O B-Object O O O O O O O O O B-Predicate O B-Predicate O O B-Object O O O]
[our experience has been that grails has better java support than jruby and that building in grails is much easier and faster than building in java .],[O O O O O B-Object O B-Predicate B-Aspect I-Aspect O B-Object O O B-Aspect O B-Object O O B-Predicate O B-Predicate O B-Aspect O B-Object O]
[ruby is easier than java .],[B-Object O B-Predicate O B-Object O]
"[okay , i have heard it all : ruby on rails ( ror ) is so much cooler and simpler than java ee .]",[O O O O O O O O B-Object O O O O O O O O B-Predicate O B-Predicate O B-Object O O]
[ruby is simpler than java and faster than java too .],[B-Object O B-Predicate O B-Object O B-Predicate O B-Object O O]
"[ruby is definitely simpler than java or c #, and in general ruby is quite a simple and clean language .]",[B-Object O O B-Predicate O B-Object O B-Object I-Object O O O B-Object O O O O O O O O]
"[this is generally because ruby code is so much simpler and shorter than java code , completing the conversion to java is painful in many ways .]",[O O O O B-Object B-Aspect O O O B-Predicate O B-Predicate O B-Object O O O O O O B-Object O O O O O O]
[this has to do with the fact that the language definitions for ruby and lisp are simpler than the one for java .],[O O O O O O O O O O O O B-Object O B-Object O B-Predicate O O O O B-Object O]
[2 ) java has the gui ( using java . awt and javax . swing packages ) and is more powerful than ruby and a lot bigger than ruby .],[O O B-Object O O B-Aspect O O B-Object O O O O O O O O O O O B-Predicate O B-Object O O O B-Predicate O B-Object O]
"[in which i claim that java is not dead , and groovy will be bigger than ruby .]",[O O O O O O O O O O O B-Object O O B-Predicate O B-Object O]
"[it ' s a pure business decision , the java market is way bigger than ruby and python put together .]",[O O O O O O O O O B-Object B-Aspect O O B-Predicate O B-Object O B-Object O O O]
[( ruby and python have been around as long or longer ( in the case of python ) than java ).],[O B-Object O B-Object O O O B-Predicate I-Predicate O B-Predicate O O O O O B-Object O O B-Object O]
[there are a lot more useful bits of java code out there than ruby code because java has been out there for so much longer than ruby and consequently has a much larger user base .],[O O O O O O O O B-Object O O O O B-Object O O B-Object O B-Aspect I-Aspect O O O O B-Predicate O B-Object O O O O O B-Predicate B-Aspect I-Aspect O]
"[all languages have their flaws , ruby and rails have far more limitations than php , and java development typically takes 3 - 5 times longer than php development .]",[O O O O O O B-Object O O O O B-Predicate B-Aspect O B-Object O O B-Object B-Aspect O O O O O O B-Predicate O B-Object O O]
"[the end result should offer better performance and cleaner integration with existing java code then jruby , while providing nicer syntax than java .]",[O O O O O B-Predicate B-Aspect O B-Predicate B-Aspect O O B-Object O O B-Object O O O B-Predicate B-Aspect O B-Object O]
"[and personally , i find java to be worse for reading code than ruby or python .]",[O O O O O B-Object O O B-Predicate O B-Aspect O O B-Object O O O]
"[jruby over ruby compilation better performance and scalability than ruby ( eg : native threading ) native unicode support java api + java libraries jruby over java ruby language : dynamic typing , blocks , modules , metoprogramming ruby applications : ruby on rails , rake , raven etc .]",[O O B-Object O B-Predicate B-Aspect O B-Aspect O B-Object O O O O O O O O O B-Object O O B-Object O O O B-Object I-Object O O O O O O O O O O B-Object O O B-Object O O O O O O O O]
"[where calling into java code was previously as bad as twenty times slower than calling ruby code , it ' s now a modest two times slower .]",[O B-Aspect O B-Object O O O O O O O O B-Predicate O O B-Object O O O O O O O O O O B-Predicate O]
"[precision of floating point numbers in perl , php , python and ruby is greater than that in ecmascript and java .]",[O O O O O O B-Object O B-Object O B-Object O B-Object O B-Predicate O O O B-Object O B-Object O]
"[in a 2005 article , curt hibbs famously claimed that ruby on rails gives 10 times greater productivity than a typical java framework .]",[O O O O O O O O O O B-Object O O O O O B-Predicate B-Aspect O O O B-Object O O]
"[not going to jump back in the argument , but i ' ll just fix this : precision of floating point numbers in perl , php , python and ruby is greater than that in ecmascript and java .]",[O O O O O O O O O O O O O O O O O B-Aspect O O O O O B-Object O B-Object O B-Object O B-Object O B-Predicate O O O B-Object O B-Object O]
"[ruby is not as popular as java ( i don ' t claim java is better ), so there is greater demand for java developers .]",[B-Object O B-Predicate I-Predicate I-Predicate O B-Object O O B-Predicate I-Predicate I-Predicate O B-Object O B-Predicate O O O O B-Predicate B-Aspect O B-Object O O]
"[ruby , for example , has some huge drawbacks compared with java , but its greater flexibility allowed rails to grab a lot of mindshare .]",[B-Object O O O O O O O B-Aspect O O B-Object O O O B-Predicate B-Aspect O O O O O O O O O]
[some folks are choosing ruby because they feel it is better than java for their project .],[O O O O B-Object O O O O O B-Predicate O B-Object O O O O]
"[for smaller teams , ruby and ror might be a better choice than java for some projects .]",[O O O O B-Object O O O O O B-Predicate B-Aspect O B-Object O O O O]
"[when development teams pick ruby or ruby on rails for their projects , they do so because they feel ruby is better than java for their project .]",[O O O O O O O O O O O O O O O O O O O B-Object O B-Predicate O B-Object O O O O]
"[also , while java may be slower to write and less expressive than ruby , let ' s not pretend it doesn ' t also have real benefits for many projects and teams .]",[O O O B-Object O O B-Predicate O B-Aspect O B-Predicate B-Aspect O B-Object O O O O O O O O O O O O O O O O O O O O]
"[we don ' t have access to any gartner - style metrics , but what we can say is that our ruby and rails work comes out cheaper and faster than the equivalent project in java for all but the most esoteric application architectures .]",[O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O B-Predicate O B-Predicate O O O O O B-Object O O O O O O O O O]
[ruby on rails wins in this category because it ' s brief - smaller and thus easier to comprehend than java - without being cryptic like apl .],[B-Object O O O O O O O O O O O O B-Predicate O O B-Predicate O O O B-Object O O O O O O O]
[we come to java frameworks 1998 and found the java technology 100 % better for frameworks than c ++ or smalltalk .],[O O O B-Object O O O O O B-Object O O O B-Predicate O O O B-Object I-Object O B-Object O]
"[in fact , java is simpler than c ++ and smalltalk in many aspects .]",[O O O B-Object O B-Predicate O B-Object I-Object O B-Object O O O O]
"[the highly interactive style of programming you experience in smalltalk is simpler , more powerful and direct than anything you can do with java , c #, groovy or ruby .]",[O O O O O O O O O B-Object O O O B-Predicate B-Aspect O B-Aspect O O O O O O B-Object O B-Object I-Object I-Object O B-Object O]
"[and if some group is going to retrofit transactional memory into some significant java or c # system , well , they would be far better off investing that time into a simpler , shared - nothing rewrite into a language like erlang , a simpler language like smalltalk , or even a better shared - nothing coordination mechanism like javaspaces .]",[O O O O O O O O O O O O O B-Object O B-Object I-Object O O O O O O O O O O O O O O O B-Predicate O O O O O O O O O B-Object O O B-Predicate O O B-Object O O O O B-Predicate O O O B-Aspect O O B-Object O]
"[as far as i know , the java situation is much better than the smalltalk one in this regard .]",[O O O O O O O B-Object O O O B-Predicate O O B-Object O O O O O]
"[the situation with lisp and smalltalk is a bit more complex ; there are good compilers for them , but getting good performance out of those usually ends up being more work than getting good performance out of java .]",[O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O O O O O O B-Object O]
"[( aside : martin fowler pointed out recently at the jaoo , smalltalk and gemstone still appears to be a more technically facile approach to enterprise development than , say , java or c # frameworks .]",[O O O O O O O O O O O O B-Object O O O O O O O B-Predicate O B-Aspect O O O O O O O O B-Object O B-Object I-Object O O]
[i ' d say that it didn ' t become mainstream simply because the marketting of sun java was better than that of any smalltalk vendor .],[O O O O O O O O O O O O O B-Aspect I-Aspect O O B-Object O B-Predicate O O O O B-Object O O]
[smalltalk failed in the 90s more for poor vendor business decisions than technical merits - charging $ 1000s dollar per seat versus zero cost java .],[B-Object O O O O O O O B-Aspect I-Aspect I-Aspect O O O O O O O O O O O O O B-Object O]
[and smalltalk browsers are far easier to learn & use than any of the major java ides .],[O B-Object O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect O O O O O B-Object O O]
[they were certainly first prototyped in smalltalk ( way easier to do than in java ).],[O O O O O O B-Object O O B-Predicate I-Predicate I-Predicate O O B-Object O]
"[lack of type information is a disadvantage , but the advantages of smalltalk made it a lot easier to make a refactoring browser for smalltalk than it would have have been for c ++ or java .]",[O O O O O O O O O O O O B-Object O O O O B-Predicate O B-Aspect I-Aspect I-Aspect I-Aspect O B-Object O O O O O O O O O O B-Object O]
[while qbasic might not be where i need to start maybe smalltalk or some other flavor of oop would be easier than java right off the bat .],[O O O O O O O O O O O B-Object O O O O O O O O B-Predicate O B-Object O O O O O]
"[search and replace in a nest of files isn ' t as easy or as accurate as a browser , which for example makes lisp or smalltalk easier to refactor than ruby , and sometimes makes refactoring c ++ or java in an ide easier than without .]",[O O O O O O O O O O O O O O O O O O O O O O O O O O B-Object B-Predicate B-Aspect I-Aspect O O O O O O O O O O B-Object O O O B-Predicate O O O]
[cincom ' s commercial smalltalk is faster than java on just about everything .],[O O O O B-Object O B-Predicate O B-Object O O O O O]
[at the start for sure smalltalk was and is still faster than java at almost everything .],[O O O O O B-Object O O O O B-Predicate O B-Object O O O O]
"[by the way , to say that smalltalk is faster than java or c # once again shows your technical incompetence .]",[O O O O O O O B-Object O B-Predicate O B-Object O O O O O O O O O O]
"[with this approach , anyone is able to learn smalltalk , squeak , and seaside much much faster than they could learn java , servlets , jsp , javabeans , reflection , generics , tomcat , xml , struts , ant , and an ide .]",[O O O O O O O O O B-Object O O O O O O B-Predicate I-Predicate O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O]
"[( the current performance of the java implementation of the solver , used for these timings , is much slower than that of either our smalltalk or c ++ implementations [ borning 97b ], making us optimistic that it can in fact be made substantially faster ).]",[O O O O O O B-Object B-Aspect O O O O O O O O O O O B-Predicate O O O O O B-Object O O O B-Aspect O O O O O O O O O O O O O O O B-Predicate O]
[admittedly its easier to do in lisp or smalltalk than it is in java .],[O O B-Predicate B-Aspect I-Aspect O O O B-Object O O O O B-Object O]
[smalltalk is better for this than java because there is so much less incidental clutter .],[B-Object O B-Predicate O O O B-Object O O O O O O O O O]
"[you will want to make public accessors for just about anything ( which may be another way that smalltalk and python are smarter than c ++ and java , btw ).]",[O O O O O O O O O O O O O O O O O O B-Object O O O B-Predicate O O O O B-Object O O O]
"[or even with its performance due to such -- in fact , when java first came out , it was several times slower than smalltalk .]",[O O O O O O O O O O O O O B-Object O O O O O O O O B-Predicate O B-Object O]
"[please tell me what i ' ve done wrong , because i think i ' ve measured java as being 7 . 2 times slower than smalltalk on the same platform reading the same file .]",[O O O O O O O O O O O O O O O O O B-Object O O O O O O B-Predicate O B-Object O O O O B-Aspect O O O O]
[huge systems have been built in smalltalk ( a whole phone company was built on it ) and rails and they scale better than rigid runtimes like java because they are more flexible .],[O O O O O O B-Object O O O O O O O O O O O O O O B-Aspect B-Predicate O O O O B-Object O O O B-Predicate I-Predicate O]
"[the ps2 was weaker than the xbox ( not sure about the gamecube though re4 looked better on the gc ), the psx was weaker than the n64 and the wii was significantly under powered compared to the competition .]",[O O O B-Predicate O O O O O O O O B-Object O O O O O O O O O O O B-Predicate O O O O O B-Object O O O O O O O O O]
"[now , i thought "" gamecube "" was a bad name , but the "" wii "" is about a million times weaker .]",[O O O O O B-Object O O O O O O O O O B-Object O O O O O O B-Predicate O]
"[the gamecube and n64 were both more powerful than their competition and faltered , the wii was weaker and dominated .]",[O B-Object O O O O B-Predicate I-Predicate O O O O O O O B-Object O B-Predicate O B-Predicate O]
"[the gamecube was much weaker than that ps2 and xbox so it sucked , but now that the wii has these stupid controls , no one will want to play it .]",[O B-Object O B-Predicate I-Predicate O O O O O O O O O O O O O B-Object O O O B-Aspect O O O O O O O O O]
"[with the exception of the excellent super mario galaxy games , in my opinion the overall quality of games released on the wii was weaker than the nintendo 64 and gamecube .]",[O O O O O O O O O O O O O O O O B-Aspect O O O O O B-Object O B-Predicate O O O O O B-Object O]
[wii u is selling much worse than gamecube in a much larger market .],[B-Object O O B-Aspect O B-Predicate O B-Object O O O O O O]
"[though the trend ( shape ) of each graph is somewhat similar , the gamecube scale is far larger ( averaging a far greater # of high scoring games than the wii ).]",[O O O O O O O O O O O O O O B-Object B-Aspect O B-Predicate I-Predicate O O O O O O O O O O O O B-Object O]
[i can only hope that market the wii u manages to carve is larger than the gamecube .],[O O O O O O O B-Object O O O O B-Predicate I-Predicate O O B-Object O]
"[after all , nintendo seemed cialis jelly to be pushing the idea that online would play a much larger role on wii u than it had on both gamecube and wii .]",[O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O B-Object O O O O O O B-Object O B-Object O]
"[despite the fact that the gamecube has a much larger userbase , pretty much everyone assumed that fans had already moved on to the wii .]",[O O O O O B-Object O O B-Predicate I-Predicate B-Aspect O O O O O O O O O O O O O B-Object O]
"[when they ported resident evil 4 to the wii with new controls , they managed to make it look worse than the original gamecube version which could be run from the very same console .]",[O O O O O O O O B-Object O O O O O O O O O B-Aspect B-Predicate O O O B-Object O O O O O O O O O O O]
"[no , wii compatibility works the same way as gamecube compatibility on the wii , in that the wii u uses wii hardware to run wii games .]",[O O B-Object O B-Aspect O O O O B-Object O O O B-Object O O O O B-Object O O B-Object O O O B-Object O O]
[the wii u could still be a worse than gamecube disappointment and it still might be better to just take it .],[O B-Object O O O O B-Predicate I-Predicate O B-Object O O O O O O O O O O O O]
"[unlike the wii games , when you put a gamecube game in , it just shows up as a small disk with no artwork .]",[O O B-Object O O O O O O B-Object O O O O O O O O O B-Predicate B-Aspect O O O O]
"[the wii is pretty much a smaller gamecube with new controller , new design , new os and a regular disk drive instead of using tiny discs ...]",[O B-Object O O O O B-Predicate B-Object O O B-Aspect O O B-Aspect O O O O O O O O O O O O O O]
[sometimes i feel like wii games look worse than gamecube games and are closer to the n64 in terms of visual quality .],[O O O O B-Object O B-Predicate I-Predicate O B-Object O O O O O O O O O O B-Aspect I-Aspect O]
[mario galaxy was not better than sunshine because it used a wiimote instead of a gamecube gamepad .],[O O O B-Predicate I-Predicate O O O O O O O O O O B-Object O O]
[the gamecube controller is actually much easier to use than the classic controller that plugs into the wii remote .],[O B-Object O O O B-Predicate I-Predicate B-Aspect I-Aspect O O O O O O O O B-Object O O]
"[for those who are used to using a standard controller , options exist to play with the classic controller , as well as the gamecube controller , but i found it to be much more comfortable , quicker , and easier to use the wii remote and nunchuk .]",[O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O O O B-Predicate I-Predicate I-Predicate O B-Predicate O O B-Predicate B-Aspect I-Aspect O B-Object O O O O]
"[wii , wiiware , and virtual console games will be supported on wii u much the same way that gamecube titles were supported on wii , without any special features or gamepad support .]",[B-Object O O O O O O O O O O O B-Object O B-Predicate I-Predicate I-Predicate O O B-Object O O O O B-Object O O O O O O B-Aspect I-Aspect O]
"[however , the wii - u gamepad / pro controller can do quite a bit more than the gamecube controller , despite being less comfortable .]",[O O O B-Object O O O O O O O O B-Aspect O O B-Predicate O O B-Object O O O O B-Predicate I-Predicate O]
"[the n64 is the gretest revolution in nintendo history , except for the wii , because it intoduced true 3 - d graphics , better games , and better everything else , the only thing greater than it is the wii , the gamecube is still good though .]",[O O O O O O O O O O O O O B-Object O O O O O O O O O O B-Predicate B-Aspect O O O O O O O O O B-Predicate O O O O B-Object O O B-Object O O O O O]
"[naturally , we are making efforts so that wii will show a far greater result than gamecube .]",[O O O O O O O O B-Object O O O B-Predicate I-Predicate B-Aspect O B-Object O]
"[the wii has a potential far greater than that , certainly greater than the gamecube , and it seems idiotic for nintendo to not be making a more concerted attempt to capitalise on the huge media and consumer interest in the product .]",[O B-Object O O O B-Predicate I-Predicate O O O O B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O O]
"[the tight focus on a set amount of content has also allowed the team to craft one of the best - looking games on the wii - and this is arguably the first title to actually show that the system has potential greater than its predecessor , the gamecube .]",[O O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O O O O O O O O O O B-Aspect B-Predicate O O O O O B-Object O]
[all wii games have sold better than their gamecube predecessors .],[O B-Object O O B-Aspect B-Predicate O O B-Object O O]
"[when the specs for the console were first announced , gaming aficionados rightly assumed that most wii games would look better than gamecube games , but worse than games on the 360 .]",[O O O O O O O O O O O O O O O O B-Object B-Aspect O B-Predicate I-Predicate O B-Object B-Aspect O O B-Predicate O B-Aspect O O O O]
"[nintendo started slow , the wii u may have better games than gamecube that i believe it could and even sell better than gamecube .]",[O O O O O B-Object O O O B-Predicate B-Aspect O B-Object O O O O O O O B-Aspect B-Predicate O B-Object O]
[the wii is better than the gamecube but the current games haven ' t really shown that potential .],[O B-Object O B-Predicate O O B-Object O O O O O O O O O O O O]
[wiis 1tsram is better than gamecubes wiis gddr3 is better than xbox ram and wiis disc is way larger storage than xbox but way faster loading than gamecube .],[O O O B-Predicate O O O O O B-Predicate O O O O O O O O B-Predicate I-Predicate O O O O B-Predicate B-Aspect O B-Object O]
[the wii is 200mhz faster than the gamecube !!],[O B-Object O O B-Predicate O O B-Object O]
[the wii is even faster then the gamecube ...],[O B-Object O O B-Predicate O O B-Object O]
"[that said , the wii is much faster than the gamecube .]",[O O O O B-Object O B-Predicate I-Predicate O O B-Object O]
"[the wii controls are really outstanding , the proof is that the game is easier than the gamecube version .]",[O B-Object O O O O O O O O O O B-Aspect O B-Predicate O O B-Object O O]
"[the wiimote makes aiming weapons much easier than using analog sticks , but for those that still prefer standard controls , the classic controller and gamecube controller can be used .]",[O O O B-Aspect I-Aspect O B-Predicate O O O O O O O O O O O O O O O O O O B-Object O O O O O]
"[wii to ds play was expected but considering everyone and their dog owns a ds , it should be easier to play than the gamecube one .]",[B-Object O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect I-Aspect O O B-Object O O]
"[all those games rock , i admit that all the wii games are alot easier than the gamecube versions but it ' s because they want to draw in non gamers as well as us .]",[O O O O O O O O O O B-Object B-Aspect O O B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O]
[wii sports is better than gamecube graphics .],[B-Object O O B-Predicate O B-Object O O]
"[wii has better graphics than gamecube , you ' ll soon see .]",[B-Object O B-Predicate B-Aspect O B-Object O O O O O O O]
[the graphics on the wii are slightly better than the graphics on the gamecube .],[B-Aspect I-Aspect O O B-Object O O B-Predicate O B-Aspect I-Aspect O O B-Object O]
[wii : graphics are slightly better than gamecube no matter what they say .],[B-Object O B-Aspect O O B-Predicate O B-Object O O O O O O]
[the wii was far better supported than the n64 and gamecube because it sold more .],[O B-Object O O B-Predicate B-Aspect O O O O B-Object O O O O O]
[he thinks so because the wii is getting the attention of devs much better than gamecube or n64 did .],[O O O O O B-Object O O O O O O B-Predicate I-Predicate O B-Object O O O O]
"[speed thrills mario kart wii definitely looks quicker than the gamecube and n64 versions all round , no matter which two - or four - wheeled vehicle you ' re controlling .]",[O O O O B-Object O B-Aspect B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O O O O]
"[the wii u may be lower in sales than wii , but it is still selling better than n64 , gamecube , xbox , xbox360 , or ps3 did during the same time frame .]",[O B-Object O O O B-Predicate B-Aspect I-Aspect O B-Object O O O O O B-Aspect B-Predicate O O O B-Object O O O O O O O O O O O O O O]
"[the wii console , he said , is hardly better than two gamecube consoles duct - taped together .]",[O B-Object O O O O O O O B-Predicate O O B-Object O O O O O O]
"[the wii u is a better piece of hardware than the wii , the gamecube or any other nintendo home console .]",[O B-Object O O O B-Predicate B-Aspect I-Aspect I-Aspect O O B-Object O O B-Object O O O O O O O]
"[graphics has only not been nintendos style since the wii , everyone seems so quick to judge ... all their other consoles where superior upon release ( aside of gamecube vs xbox , but still gc was superior to ps2 hardware wise ).]",[O O O O O O O O O B-Object O O O O O O O O O O O O O B-Predicate O O O O O B-Object O O O O O O O B-Predicate O O O O O]
[i bought a wii because of virtual console and because it supposedly had better graphics than gamecube .],[O O O B-Object O O O O O O O O O B-Predicate B-Aspect O B-Object O]
"[it ' s bigger than a wii remote but lighter , and feels just like you were holding the dualshock , in the same way the wii remote and nunchuk still somehow manages to make you feel like you ' re holding an n64 or gamecube controller .]",[O O O B-Predicate O O B-Object O O B-Predicate O O O O O O O O O O O O O O O O B-Object O O O O O O O O O O O O O O O O O O B-Object O O]
[first of all the wii mote controls while not terrible are inferior to giving the option to use a gamecube controller .],[O O O O B-Object O O O O O O B-Predicate O O O O O O O B-Object B-Aspect O]
"[the wii u pro controller could be better than the gamecube for smash , but they are also significantly more expensive .]",[O B-Object O O B-Aspect O O B-Predicate O O B-Object O O O O O O O O B-Predicate I-Predicate O]
"[keep it classic : while the wii remote and nunchuk control scheme works better than i ' d expected , the option for gamecube and wii classic controller is a godsend .]",[O O O O O O B-Object O O O B-Aspect I-Aspect O B-Predicate O O O O O O O O O B-Object O B-Object O O O O O O]
"[the load times for wii u games is longer than games on the gamecube , a console that ' s two generations older .]",[O B-Aspect I-Aspect O B-Object O O O B-Predicate O O O O B-Object O O O O O O O O O O]
"[these figures are especially noteworthy , as they mean the wii u had a worse month than xbox 360 or playstation ... more]",[O O O O O O O O O O B-Object O O O B-Predicate B-Aspect O O O O B-Object O O]
[however it ' s folly to assume that playstation 4 or xbox one have any hope of performing sensationally better than wii u has in its first six months at this pont .],[O O O O O O O O B-Object O O O O O O O O B-Aspect I-Aspect B-Predicate O B-Object O O O O O O O O O O O]
"[the nintendo wii u allegedly sold just 57 , 000 consoles in the first month of the year , worse than any month in the xbox 360 or playstation 3 ' s histories .]",[O O B-Object O O O O O O O O O O O O O O O O B-Predicate O O O O O O O O B-Object O O O O O]
"[for the past five years my answer was always the same : xbox 360 , a platform which had historically been cheaper than the playstation 3 , with access to a library of games far superior to that of the nintendo wii .]",[O O O O O O O O O O O O O O O O O O O O O B-Predicate O O B-Object O O O O O O O O O O B-Predicate O O O O O B-Object O]
"[though the graphics on the wii are not nearly as impressive as those of the 360 and ps3 , it ' s significantly cheaper and easier to find than the playstation 3 and again , offers a totally different experience than the 360 .]",[O O O O O B-Object O O O O O O O O O O O O O O O O O B-Predicate O B-Predicate B-Aspect I-Aspect O O B-Object O O O O O O O O O O O O O]
[the wii was far cheaper than the xbox 360 or playstation 3 .],[O B-Object O O B-Predicate O O O O O B-Object O O]
[now playstation and xbox are at their prime and they are cheaper than the wii - u .],[O B-Object O O O O O O O O O B-Predicate O O B-Object O O O]
"[the playstation 3 version of the game is superior to the wii version , as it includes hd graphics .]",[O B-Object O O O O O O B-Predicate O O B-Object O O O O O O O O]
"[well , on the one hand , playstation 3 and xbox 360will undoubtedly have better graphics than the wii , especially in terms of resolution , as they support hd .]",[O O O O O O O B-Object O O O O O O B-Predicate B-Aspect O O B-Object O O O O O O O O O O O O]
"[sony ' s vice president scott rohde said back in june that the playstation vita was better than the wii u , referring to it as a box that sits under the tv .]",[O O O O O O O O O O O O O B-Object O O B-Predicate O O B-Object O O O O O O O O O O O O O O]
[sony ' s scott rohde believes the vita ' s connectivity with the playstation 3 is a better solution to multi - screen gaming than either nintendo ' s wii u game pad or microsoft ' s smart glass mobile initiative .],[O O O O O O O O O O O O O B-Object O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect I-Aspect I-Aspect O O O O O B-Object O O O O O O O O O O O O]
"[nintendo ' s been famously hesitant to acknowledge that this might be an area in which the hd - capable xbox 360 and playstation 3 consoles are superior , but the recent release of a netflix disc for the nintendo wii put that console ' s failings in sharp relief .]",[O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O B-Predicate O O O O O O O O O O O O B-Object O O O O O O O O O O]
"[sony has said that its upcoming magic ' em up sorcery will prove that the playstation move is superior to both the wii and kinect , claiming that it ' s more hardcore than other motion games .]",[O O O O O O O O O O O O O O O B-Object O O B-Predicate O O O B-Object O O O O O O O O O O O O O O O]
