difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	comp	question	dataset
0	0	0	0	0	0	0	0	0	0	0	0	when do we use the different types of mirror	g
0	0	0	0	0	0	0	0	0	0	0	0	how many seasons are there for the carrie diaries	g
0	0	0	0	0	0	0	0	0	0	0	0	who said it is well with my soul	g
0	0	0	0	0	0	0	0	0	0	0	0	who played sam on the facts of life	g
0	0	0	0	0	0	0	0	0	0	0	0	who's the girl in tom petty's free falling video	g
0	0	0	0	0	0	0	0	0	0	0	0	what causes a person to have an albino child	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the name pepto bismol come from	g
0	1	0	1	0	0	0	0	0	1	1	1	who has run for president the most times	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the term surfing the internet coined	g
0	0	0	0	0	0	0	0	0	0	0	0	where do pg tips get their tea from	g
0	0	0	0	0	0	0	0	0	0	0	0	what does it mean by annual household income	g
0	1	0	1	0	0	0	0	0	1	1	1	what are the basic needs at the lowest level of maslow motivational hierarchy	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the ruler of umm al quwain	g
0	0	0	0	0	0	0	0	0	0	0	0	what stimulates the corpus luteum to produce progesterone	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the song there is a house in new orleans	g
0	0	0	0	0	0	0	0	0	0	0	0	is a 2013 chevy malibu all wheel drive	g
0	0	0	0	0	0	0	0	0	0	0	0	how do i get to interstate 81 north	g
0	1	0	1	0	0	0	0	0	1	1	1	where did the largest nuclear accident take place	g
0	0	0	0	0	0	0	0	0	0	0	0	where did the mutiny on the bounty take place	g
0	0	0	0	0	0	0	0	0	0	0	0	who lives in the castle in lexington ky	g
0	0	0	0	0	0	0	0	0	0	0	0	when did cristiano ronaldo go to manchester united	g
0	0	0	0	1	0	0	0	0	1	0	1	is time warner the same as time warner cable	g
0	0	0	0	0	0	0	0	0	0	0	0	when do elves on the shelves come back	g
0	0	0	0	0	0	0	0	0	0	0	0	when does despicable me 3 come out in mexico	g
0	0	0	0	0	0	0	0	0	0	0	0	what was the name of the plantation in gone with the wind	g
0	0	0	0	0	0	0	0	0	0	0	0	to hold eternity in a grain of sand	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays simon on the bold and the beautiful	g
1	1	0	1	0	0	0	0	0	1	1	1	which statement best describes the slaves in ancient athens	g
0	0	0	0	0	0	0	0	0	0	0	0	how long is the movie incredibles part 2	g
0	0	0	0	0	0	0	0	0	0	0	0	who votes to elect member of rajya sabha	g
0	0	0	0	0	0	0	0	0	0	0	0	i'll be seeing you song frank sinatra	g
0	1	0	1	1	0	0	0	0	1	0	1	who has played more games ronaldo or messi	g
0	0	0	0	0	0	0	0	0	0	0	0	intelenet global services pvt ltd - a serco company	g
0	1	0	1	0	0	0	0	0	1	1	1	what was the main purpose of the house committee on un-american activities (huac)	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the american great depression start and end	g
0	0	0	0	0	0	0	0	0	0	0	0	who is carried the usa flag in opening ceremony	g
0	0	0	0	0	0	0	0	0	0	0	0	when does the new episode of criminal minds air	g
0	0	0	0	0	0	0	0	0	0	0	0	when did season 4 of the originals come out	g
0	0	0	0	0	0	0	0	0	0	0	0	when was yosemite made a world heritage site	g
0	0	0	0	0	0	0	0	0	0	0	0	a historian is attempting to study how the puritans affected society in new england	g
0	0	0	0	0	0	0	0	0	0	0	0	what's the name of the eighth sims 3 expansion pack	g
0	0	0	0	0	0	0	0	0	0	0	0	you've got mail we are an american family	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last time england reached world cup semi final	g
0	0	0	0	0	0	0	0	0	0	0	0	when are running man coming to the uk	g
0	0	0	0	0	0	0	0	0	0	0	0	when does the longmire series start on netflix	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the original singer of it's my life	g
0	0	0	0	0	0	0	0	0	0	0	0	has kentucky ever won a football national championship	g
0	0	0	0	0	0	0	0	0	0	0	0	who does the robot voice on the orville	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the book of jonah and when was it written	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays mom on the tv series mom	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the meaning of school leaving certificate	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the american industrial revolution start and end	g
0	0	0	0	0	0	0	0	0	0	0	0	what happened to the red queen in alice in wonderland	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the name of the chicago white sox baseball stadium	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the original artist of you are my sunshine	g
0	0	0	0	0	0	0	0	0	0	0	0	who played halftime at the superbowl last year	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the weight of a polaris slingshot	g
0	0	0	0	0	0	0	0	0	0	0	0	what states have more than one baseball team	g
0	0	0	0	0	0	0	0	0	0	0	0	how did the neolithic revolution affect world population	g
0	0	0	0	0	0	0	0	0	0	0	0	how much does it cost to build an airbus a380	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the composition of the county commissioner's court	g
0	0	0	0	0	0	0	0	0	0	0	0	what kind of bike did pee wee herman have	g
0	0	0	0	0	0	0	0	0	0	0	0	first episode of yeh unn dino ki baat hai	g
0	0	0	0	0	0	0	0	0	0	0	0	when does bleach diamond dust rebellion take place	g
0	0	0	0	0	0	0	0	0	0	0	0	who stars in hatfields and mccoys on history channel	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the actor who plays captain kirk	g
0	0	0	0	0	0	0	0	0	0	0	0	who played rowena in mr holland's opus	g
0	0	0	0	0	0	0	0	0	0	0	0	who was the chola king under whose region the brihadeeswara temple of tanjore was constructed	g
0	0	0	0	0	0	0	0	0	0	0	0	which is the hook and which is the loop on velcro	g
0	0	0	0	0	0	0	0	0	0	0	0	who sings make em laugh in singin in the rain	g
0	0	0	0	0	0	0	0	0	0	0	0	who becomes vice president if the vice president assumes the presidency	g
0	0	0	0	0	0	0	0	0	0	0	0	who are the nestorians and what happened to them	g
0	0	0	0	0	0	0	0	0	0	0	0	when will the bullet train be finished in california	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the name of the president of south africa	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the legal age of consent in holland	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the current lead singer of lynyrd skynyrd	g
0	0	0	0	0	0	0	0	0	0	0	0	the west wind drift is an example of which of the following types of currents	g
0	0	0	0	0	0	0	0	0	0	0	0	what did australia do in the vietnam war	g
0	0	0	0	0	0	0	0	0	0	0	0	who orders flags to fly at half mast	g
0	0	0	0	0	0	0	0	0	0	0	0	when did capital punishment begin in the united states	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the book of mark in the holy bible	g
0	0	0	0	0	0	0	0	0	0	0	0	who was the first indian film maker to be honoured with the magsaysay award	g
0	0	0	0	0	0	0	0	0	0	0	0	where do the particles in jupiter's rings come from	g
0	1	0	1	0	0	0	0	0	1	1	1	what is the longest sniper shot in us history	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the redhead in everything has changed	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang the song a little bit of toast	g
0	0	0	0	0	0	0	0	0	0	0	0	who decides what form municipal governments will take	g
0	0	0	0	0	0	0	0	0	0	0	0	a contract of insurance is a contract of uberrimae fidei	g
0	0	0	0	0	0	0	0	0	0	0	0	abc agents of shield season 5 episode 1	g
0	0	0	0	0	0	0	0	0	0	0	0	where is the acc championship being played this year	g
0	0	0	0	0	0	0	0	0	0	0	0	the tiger the brahmin and the jackal literary elements	g
0	0	0	0	0	0	0	0	0	0	0	0	when do cells need to use active transport	g
0	0	0	0	0	0	0	0	0	0	0	0	where did the last name webb come from	g
0	0	0	0	0	0	0	0	0	0	0	0	show me the academy award winners for 2018	g
0	0	0	0	0	0	0	0	0	0	0	0	shadow minister for voter engagement and youth affairs	g
0	0	0	0	0	0	0	0	0	0	0	0	who dies in the second season of game of thrones	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the lub sound of the heart	g
0	1	1	1	0	0	0	0	0	1	1	1	what is the second longest running broadway show	g
0	0	0	0	0	0	0	0	0	0	0	0	can a 3 way switch be used as a 4 way	g
0	0	0	0	0	0	0	0	0	0	0	0	when does a series of unfortunate events come on netflix	g
0	0	0	0	0	0	0	0	0	0	0	0	how is a rate a measure of one quantity per unit of another quantity	g
0	0	0	0	0	0	0	0	0	0	0	0	who won the best supporting actress award at the 2015 oscars	g
0	0	0	0	0	0	0	0	0	0	0	0	how many books there are in the bible	g
1	0	0	0	0	0	0	0	0	0	0	0	what have been the major changes to american society since the beginning of the twenty first century	g
0	1	1	1	0	0	0	0	0	1	1	1	top scorer in la liga in one season	g
0	0	0	0	0	0	0	0	0	0	0	0	who played harry in the movie harry and the hendersons	g
0	0	0	0	0	0	0	0	0	0	0	0	what central american country was a british colony until 1981	g
1	0	0	0	0	0	0	0	0	0	0	0	how many copies of regional at best are there	g
0	0	0	0	0	0	0	0	0	0	0	0	why do red blood cells live for only 120 days	g
0	0	0	0	0	0	0	0	0	0	0	0	who won championships trophy in cricket match in london	g
0	0	0	0	0	0	0	0	0	0	0	0	who sings last night a dj saved my life	g
0	0	0	0	0	0	0	0	0	0	0	0	who decides how much the president will be paid	g
0	0	0	0	0	0	0	0	0	0	0	0	how old was mj when he played baseball	g
0	0	0	0	0	0	0	0	0	0	0	0	does snow white have a star on the hollywood walk of fame	g
0	0	0	0	0	0	0	0	0	0	0	0	where did the company name amazon come from	g
0	1	0	1	1	0	0	0	0	1	1	1	the most obvious difference between the human brain and the brain of a fish would be in the	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang i've got friday on my mind	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the criminal justice system established uk	g
0	0	0	0	0	0	0	0	0	0	0	0	when do new episodes of berserk come out	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last lobotomy performed in the us	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang the song please come to boston	g
0	0	0	0	0	0	0	0	0	0	0	0	when was blue cross and blue shield founded	g
0	0	0	0	0	0	0	0	0	0	0	0	who played emperor in return of the jedi	g
0	1	0	1	0	0	0	0	0	1	1	1	the highest classification category in the linnaean system is	g
0	0	0	0	0	0	0	0	0	0	0	0	how did the actor who played sparticus die	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the song by michael jackson entitled thriller	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the song bark at the moon	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the himalayan mountains start to form	g
0	0	0	0	0	0	0	0	0	0	0	0	when does the hey arnold movie take place	g
0	0	0	0	1	0	0	0	0	1	0	1	why is the length of a lunar day different from the length of a solar day	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the down in pillows come from	g
0	0	0	0	0	0	0	0	0	0	0	0	when did liverpool last win the league counter	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the employment non discrimination act passed	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last time kansas city was in the super bowl	g
0	0	0	0	0	0	0	0	0	0	0	0	where was the first railway laid down in mysore	g
0	0	0	0	0	0	0	0	0	0	0	0	what became the standard german term for the art song	g
0	0	0	0	0	0	0	0	0	0	0	0	where does catcher in the rye title come from	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the majority opinion in mcdonald v. chicago	g
0	0	0	0	0	0	0	0	0	0	0	0	how did the battle of new orleans start	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang i got you under my skin	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays will in girlfriends guide to divorce	g
0	0	0	0	0	0	0	0	0	0	0	0	has the united states abandoned the legacy of the new deal	g
0	0	0	0	0	0	0	0	0	0	0	0	information about the musical instrument called jaltarang and how the different notes are produced	g
0	0	0	0	0	0	0	0	0	0	0	0	wrote the republic which describes an ideal society	g
0	0	0	0	0	0	0	0	0	0	0	0	who came second and third in dance plus 3	g
0	0	0	0	0	0	0	0	0	0	0	0	where was death on the nile 2004 filmed	g
0	0	0	0	0	0	0	0	0	0	0	0	when did european cup become uefa champions league	g
0	0	0	0	0	0	0	0	0	0	0	0	what does a split in your tongue mean	g
0	1	0	1	0	0	0	0	0	1	1	1	who become the first woman head india's external affairs ministry	g
0	0	0	0	0	0	0	0	0	0	0	0	where does hou safely hide after escaping jail	g
0	0	0	0	0	0	0	0	0	0	0	0	did the senate vote on supreme court justice	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the two finger peace sign come from	g
0	1	0	1	0	0	0	0	0	1	1	1	where was worst hit by boxing day tsunami	g
0	0	0	0	0	0	0	0	0	0	0	0	who was the centerfielder for the 1991 championship-winning twins	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang the original don t leave me this way	g
0	0	0	0	0	0	0	0	0	0	0	0	what is another name for the federal reserve system	g
0	1	0	1	0	0	0	0	0	1	1	1	who has scored many goals in the world cup 2018	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the name of canadaГІГЂГ™s first nation which lives in autonomous nunavut	g
0	0	0	0	0	0	0	0	0	0	0	0	where do the names in game of thrones come from	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote somebody like you by keith urban	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the origin of the name cynthia	g
0	0	0	0	0	0	0	0	0	0	0	0	where did the real mccoy phrase come from	g
0	1	0	1	1	0	0	0	0	1	1	1	which came first tcp/ip or osi	g
0	0	0	0	0	0	0	0	0	0	0	0	where is kym johnson from dancing with the stars	g
0	0	0	0	0	0	0	0	0	0	0	0	who made the all eyez on me movie	g
0	0	0	0	0	0	0	0	0	0	0	0	the version of the web evolved to support	g
0	0	0	0	0	0	0	0	0	0	0	0	who does wayne brady play in sofia the first	g
0	0	0	0	0	0	0	0	0	0	0	0	which waterway connects the mediterranean sea with red sea	g
0	0	0	0	0	0	0	0	0	0	0	0	when will the los angeles rams stadium be built	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays lois's dad on family guy	g
0	0	0	0	0	0	0	0	0	0	0	0	who is responsible for introducing the principle of uniformitarianism	g
0	0	0	0	0	0	0	0	0	0	0	0	who is kevin with in this is us	g
0	0	0	0	0	0	0	0	0	0	0	0	when is the next book in a song of ice and fire coming out	g
0	0	0	0	0	0	0	0	0	0	0	0	who picks the contestants on let's make a deal	g
0	0	0	0	0	0	0	0	0	0	0	0	when did laika the dog go into space	g
0	0	0	0	0	0	0	0	0	0	0	0	where did the berlin wall start and finish	g
0	0	0	0	0	0	0	0	0	0	0	0	what did the british government do to recover the cost of the war	g
0	0	0	0	0	0	0	0	0	0	0	0	are there any major holidays or festivals in islam	g
0	0	0	0	1	1	1	0	0	0	0	1	when do we use pie-chart and bar graph chart model	g
0	0	0	0	0	0	0	0	0	0	0	0	the cross section of a stem of tree has 50 rings what is the age of the tree	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the meaning of back in black	g
0	0	0	0	0	0	0	0	0	0	0	0	who was the qb for the saints before drew brees	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays the hulk in the incredible hulk	g
0	0	0	0	0	0	0	0	0	0	0	0	have the eagles and steelers ever played in the superbowl	g
0	0	0	0	0	0	0	0	0	0	0	0	who played cody in suite life on deck	g
0	0	0	0	0	0	0	0	0	0	0	0	what kind of weapon was used in the texas shooting	g
0	0	0	0	0	0	0	0	0	0	0	0	what is penny's dad's name on the big bang theory	g
0	0	0	0	1	0	0	0	0	1	0	1	what is the difference between ansi lumens and lumens	g
0	0	0	0	0	0	0	0	0	0	0	0	king arthur legend of the sword arthur's mother	g
0	0	0	0	0	0	0	0	0	0	0	0	what do the letters rsvp stand for in english	g
0	0	0	0	0	0	0	0	0	0	0	0	which groups were part of the major social and political struggles during the early roman republic	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the first episode of code geass	g
0	0	0	0	0	0	0	0	0	0	0	0	when do they find abel in sons of anarchy	g
0	0	0	0	0	0	0	0	0	0	0	0	what happens at the end of gilbert grape	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the name of india amazon original series	g
0	0	0	0	0	0	0	0	0	0	0	0	who played rafe hollister on andy griffith show	g
0	0	0	0	0	0	0	0	0	0	0	0	when did common core start in new york	g
0	0	0	0	0	0	0	0	0	0	0	0	what is soil conservation suggest some measures to conserve soil	g
0	0	0	0	0	0	0	0	0	0	0	0	who is considered to be the father of rap	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last episode of once upon a time aired	g
0	0	0	0	0	0	0	0	0	0	0	0	who was cain's mother faith having an affair with	g
0	0	0	0	0	0	0	0	0	0	0	0	where was the film guns of navarone filmed	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the size of the artic ocean	g
0	0	0	0	0	0	0	0	0	0	0	0	where do the hamstrings originate as a group	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays snow white once upon a time	g
0	0	0	0	0	0	0	0	0	0	0	0	what language does aquaman speak in justice league	g
0	1	0	1	0	0	0	0	0	1	1	1	who is the oldest assistant coach in the nfl	g
0	0	0	0	0	0	0	0	0	0	0	0	what type of car is eleanor in gone in 60 seconds	g
0	0	0	0	0	0	0	0	0	0	0	0	list of active volcanoes in the philippines phivolcs	g
0	0	0	0	0	0	0	0	0	0	0	0	when does the new season of trailer park	g
0	1	0	1	0	0	0	0	0	1	1	1	which term best describes the type of government the united states has	g
0	0	0	0	0	0	0	0	0	0	0	0	when does miley tell jake she's hannah	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays nanny carrie in one tree hill	g
0	0	0	0	0	0	0	0	0	0	0	0	who are the cast in i can only imagine	g
0	0	0	0	0	0	0	0	0	0	0	0	how layers of sound occur in a piece of music	g
0	1	0	1	0	0	0	0	0	1	1	1	who holds the record for most christmas number 1s	g
0	0	0	0	0	0	0	0	0	0	0	0	who address the delhi as one of the greatest cities in the world	g
0	0	0	0	0	0	0	0	0	0	0	0	why can a us president only serve two terms	g
0	0	0	0	0	0	0	0	0	0	0	0	how many nba teams have scored 50 points in one quarter	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the palazzo hotel in las vegas built	g
0	0	0	0	0	0	0	0	0	0	0	0	what was the african crop exported during triangular trade	g
0	0	0	0	0	0	0	0	0	0	0	0	who visited the court of jahangir in 1615	g
0	0	0	0	0	0	0	0	0	0	0	0	who said all matter is made up of atoms	g
0	1	0	1	0	0	0	0	0	1	1	1	who is ranked 1 in the big 12	g
0	0	0	0	0	0	0	0	0	0	0	0	when does brawl stars come out in america	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the wwe hall of fame start	g
0	0	0	0	0	0	0	0	0	0	0	0	lo que la vida me robo film location	g
0	0	0	0	0	0	0	0	0	0	0	0	when does lou find out she pregnant in heartland	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the first unmanned aerial vehicle made	g
0	1	0	1	0	0	0	0	0	1	0	1	which database can be used to identify the make and model of a tire	g
0	0	0	0	0	0	0	0	0	0	0	0	who has won table tennis national championship recently	g
0	0	0	0	0	0	0	0	0	0	0	0	who fought in the persian wars and what was the result	g
0	0	0	0	0	0	0	0	0	0	0	0	when does karev die in grey's anatomy	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the conflict began and where does it end what type of conflict does the story present	g
0	0	0	0	0	0	0	0	0	0	0	0	who wrote the song it aint over til it's over	g
0	1	0	1	0	0	0	0	0	1	1	1	only player to win silverware at liverpool and manchester united	g
0	0	0	0	0	0	0	0	0	0	0	0	what are the four arches of the foot	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang in oh brother where art thou	g
0	0	0	0	0	0	0	0	0	0	0	0	list of x and y class cities in india	g
0	0	0	0	0	0	0	0	0	0	0	0	where is the trunk located on a dog	g
0	0	0	0	0	0	0	0	0	0	0	0	star vs the force of evil season 3 episode 20	g
0	0	0	0	0	0	0	0	0	0	0	0	how much torque does a 454 big block have	g
0	0	0	0	0	0	0	0	0	0	0	0	every society is transforming from primitive to modern do you agree with this statement	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last time the cowboys won a playoff game	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the sunset first in the world	g
0	0	0	0	0	0	0	0	0	0	0	0	when did call me by blondie come out	g
0	0	0	0	0	0	0	0	0	0	0	0	who is on the cover of the very best of the smiths album	g
0	0	0	0	0	0	0	0	0	0	0	0	windows and its components list the six components	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the military equivalent of a gs-14	g
0	0	0	0	0	0	0	0	0	0	0	0	how many episodes of gossip girl are there altogether	g
0	0	0	0	0	0	0	0	0	0	0	0	when does the handmaid's tale season 2 episode 10 air	g
0	0	0	0	0	0	0	0	0	0	0	0	who sings where oh where could my baby be	g
0	0	0	0	0	0	0	0	0	0	0	0	when did england make it to world cup final	g
0	0	0	0	0	0	0	0	0	0	0	0	what are the three branches of us government	g
0	0	0	0	0	0	0	0	0	0	0	0	how many african-american head coaches in the nfl	g
0	0	0	0	0	0	0	0	0	0	0	0	where do monarch butterflies go in the winter time	g
0	0	0	0	0	0	0	0	0	0	0	0	where was under the tuscan sun filmed in italy	g
0	0	0	0	0	0	0	0	0	0	0	0	who were winners of dancing with the stars	g
0	0	0	0	0	0	0	0	0	0	0	0	who is allowed to respond to a state of emergency	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the current tax system in the united states	g
0	1	0	1	0	0	0	0	0	1	1	1	what was the biggest battle in the american revolution	g
0	0	0	0	0	0	0	0	0	0	0	0	when did michael jordan come into the league	g
0	0	0	0	0	0	0	0	0	0	0	0	what happened to the singing group the five stairsteps	g
0	0	0	0	0	0	0	0	0	0	0	0	where on the globe is the tropic of cancer	g
0	0	0	0	0	0	0	0	0	0	0	0	what are the noodles in ramen noodles made of	g
0	0	0	0	0	0	0	0	0	0	0	0	what are the main types of local government in the united states	g
0	0	0	0	0	0	0	0	0	0	0	0	who sings god gave rock and roll to you	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the first election held in india	g
0	0	0	0	0	0	0	0	0	0	0	0	who was the founder of the lutheran church	g
0	0	0	0	0	0	0	0	0	0	0	0	what side were the rebels on in the civil war	g
0	0	0	0	0	0	0	0	0	0	0	0	who sings what was i thinking country song	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the income tax rate for australia	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the sir robert bond bridge built	g
0	0	0	0	0	0	0	0	0	0	0	0	who drove the dodge charger in the movie bullet	g
0	0	0	0	0	0	0	0	0	0	0	0	what bowl game did western michigan play in last year	g
0	0	0	0	0	0	0	0	0	0	0	0	what was the reason of the civil war in sri lanka	g
0	0	0	0	0	0	0	0	0	0	0	0	when do you hear s3 and s4 sounds	g
0	0	0	0	0	0	0	0	0	0	0	0	where is the tanami desert located in australia	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the last exit on i 85 north in georgia	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the guide button on the xbox 360 controller	g
0	0	0	0	0	0	0	0	0	0	0	0	where does each day begin in the world	g
0	0	0	0	0	0	0	0	0	0	0	0	where was the movie day of the outlaw filmed	g
0	0	0	0	0	0	0	0	0	0	0	0	who is the maid on for better or worse	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the first video game console released	g
0	0	0	0	0	0	0	0	0	0	0	0	who wants to be a millionaire list of winners	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the charge of the common ion formed by oxygen	g
0	0	0	0	0	0	0	0	0	0	0	0	when is season 6 of wentworth coming on	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the purpose of a dielectric material used in a capacitor	g
0	0	0	0	0	0	0	0	0	0	0	0	who did heath ledger based the joker off of	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the primary weakness of the des block cipher	g
0	0	0	0	0	0	0	0	0	0	0	0	who established the indian society of oriental art	g
0	0	0	0	0	0	0	0	0	0	0	0	why did reformers support the meat inspection act and the pure food and drug act	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the ghost of christmas past take scrooge	g
0	1	0	1	0	0	0	0	0	1	0	1	which type of title requires articles of association	g
0	0	0	0	0	0	0	0	0	0	0	0	what does the wheel of fortune tarot card	g
0	0	0	0	0	0	0	0	0	0	0	0	who is receiving the medal of honor today	g
0	0	0	0	0	0	0	0	0	0	0	0	when is episode 100 of dragon ball super coming out	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the stone age begin and end	g
0	0	0	0	0	0	0	0	0	0	0	0	any one of the possible results of an action	g
0	0	0	0	0	0	0	0	0	0	0	0	what war was taking place in wonder woman	g
0	0	0	0	0	0	0	0	0	0	0	0	what is the purpose of the settlement house movement	g
0	0	0	0	0	0	0	0	0	0	0	0	where do the coins in a parking meter go	g
0	0	0	0	0	0	0	0	0	0	0	0	league of their own series 10 episode 1	g
0	0	0	0	0	0	0	0	0	0	0	0	how much did it cost to make skyscraper movie	g
0	0	0	0	0	0	0	0	0	0	0	0	the parasympathetic nervous system mediates which of the following	g
0	0	0	0	0	0	0	0	0	0	0	0	gorky park listening to the wind of change	g
0	0	0	0	0	0	0	0	0	0	0	0	in which part of haryana does shiwalik range exist	g
0	0	0	0	0	0	0	0	0	0	0	0	who sang do wah diddy diddy dum diddy doo	g
0	0	0	0	0	0	0	0	0	0	0	0	who decided what side of the road to drive on first	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays the older lady in the notebook	g
0	0	0	0	0	0	0	0	0	0	0	0	what do you call a person who lives in wyoming	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last time easter fell on march 25	g
0	0	0	0	0	0	0	0	0	0	0	0	when was super mario bros released in north america	g
0	0	0	0	0	0	0	0	0	0	0	0	when was the last time france and england were at war	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays laura croft in tomb raider 2018	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the last name sproul come from	g
0	0	0	0	0	0	0	0	0	0	0	0	where does the last name dawes come from	g
0	0	0	0	0	0	0	0	0	0	0	0	when do the calcium channels on the sarcoplasmic reticulum normally open	g
0	0	0	0	0	0	0	0	0	0	0	0	where is the rubicon river in ancient rome	g
0	1	0	1	1	0	0	0	0	1	0	1	who has more nba championships the east or west	g
0	0	0	0	0	0	0	0	0	0	0	0	what are the layers of the osi model	g
0	0	0	0	0	0	0	0	0	0	0	0	when does the next episode of lucifer air	g
0	0	0	0	0	0	0	0	0	0	0	0	where did they film jason and the argonauts	g
0	0	0	0	0	0	0	0	0	0	0	0	who was the movie joy road based on	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays the main character in polar express	g
0	0	0	0	0	0	0	0	0	0	0	0	the brain a part of the central nervous system (cns) is divided into the	g
0	0	0	0	0	0	0	0	0	0	0	0	when did the ambulance service become part of the nhs	g
0	0	0	0	0	0	0	0	0	0	0	0	when did jack mccoy started on law and order	g
0	0	0	0	0	0	0	0	0	0	0	0	do you need a visa to go to trinidad from jamaica	g
0	0	0	0	0	0	0	0	0	0	0	0	where is original sin mentioned in the bible	g
0	0	0	0	0	0	0	0	0	0	0	0	n. a fit of violent emotion such as anger or panic. also called fit	g
0	0	0	0	0	0	0	0	0	0	0	0	the bases are loaded and casey's at bat	g
0	0	0	0	0	0	0	0	0	0	0	0	who sings i'm here without you baby	g
0	0	0	0	0	0	0	0	0	0	0	0	who plays zoe's mom in hart of dixie	g
0	0	0	0	0	0	0	0	0	0	0	0	who are the current judges on the u.s.supreme court and which president appointed them	g
0	0	0	0	0	0	0	0	0	0	0	0	who played travis in last of the summer wine	g
0	0	0	0	0	0	0	0	0	0	0	0	where does true detective season 2 take place	g
0	0	0	0	0	0	0	0	0	0	0	0	what are some other names for more sophisticated probes	g
0	0	0	0	0	0	0	0	0	0	0	0	actress who plays snow white on once upon a time	g
0	0	0	0	0	0	0	0	0	0	0	0	how many levels are there in pac man	g
