question,label
Which is the best keywords for website development company?,1
How many different teams has Tom Brady played for?,0
Who is the main character in the Hunger Games?,0
"Which series has more books, The Hunger Games or Twilight?",1
Who is the youngest current US senator?,0
What are some easy ways to earn money Without doing any hard work?,0
Have the Cleveland Browns ever won a Super Bowl?,0
"Which side won World War II, the Axis or the Allies?",1
How many entries are there in the Left 4 Dead series?,0
How many books are in the Garden Trilogy series?,0
Who was King Henry VIII's fifth wife?,0
Did Minecraft come out before 2012?,1
Who was the second Prince of Wales?,0
Who was the manager of the team that won the 1984 MLB World Series?,0
how often do your bowel need to move,0
"Which U2 album had more songs, Joshua Tree or Achtung Baby?",1
which is bigger bacteria or mitochondria,1
How many games are in the Jet Moto series?,0
How many countries are there in Asia?,0
Did H.E.R. win a Grammy in 2021?,0
What is the name of the second ever madden NFL game?,0
Did Heath Ledger star as the joker in any Batman movie?,0
the new cast of real housewives of atlanta,0
Who was an Attorney General of the United States and also assassinated?,0
What is the largest ocean in North America?,0
Did the first Sims game come out before the first Elder Scrolls game?,1
Who designed the Statue of Liberty?,0
who wrote she even woke me up to say goodbye,0
"Which game has more playable characters, Warriors Orochi 4 or Mortal Kombat?",1
What video game is taken so seriously in South Korea that it is officially recognized as an e-sport?,0
how often should women get pap smears,0
Who is Frodo Baggins' sidekick?,0
Who was the first prime minister during Elizabeth II's reign?,0
Who developed Fallout 4?,0
How many children did Cleopatra have?,0
Which monarch of France had the shortest reign?,0
What does it mean if my hands smell of garlic?,0
when does jane the virgin episode 8 air,0
Which band sold the most albums?,0
How much money can a new grad hire at Blackstone expect to make in the first year?,0
Who was the last member of the U.S. Congress to have been a slave owner?,0
Who is a senator from California who also became vice president at any point after 2016?,0
what county is g herbo in,0
what is jetsam,0
Which book in Stephen King's The Dark Tower series was not a full length book?,0
weight lost during water fasting,0
Does the Shining take place at the Overlook Hotel?,0
Does Italy share a border with France?,0
Which Pirates of the Caribbean movie made the least money?,0
How many Zelda games were on the Phillips CDI?,0
"Which city that has a population of at least 100,000 people has the northernmost latitude?",0
who died from the fast and furious cast,0
What are Donald Trump's chances against Hillary Clinton in a general election?,1
"Who was the United States Secretary of State from 2009 to 2013, and who was the First Lady of the United States from 1993 to 2000?",0
How many finals has LeBron James won?,0
"Which country has the longer coastline, Russia or Mexico?",1
how many days to feel better on antibiotics for strep throat,0
how many laps in can am duel,0
Who was Ulysses S Grant's first wife?,0
How old was Katniss Everdeen in the first Hunger Games?,0
How many times did Barack Obama win the state of Indiana for the presidency?,0
What won Best Picture last year?,0
who came in the league with lebron james,0
How many running backs are on the Denver Broncos roster?,0
Who wrote The Color Purple and won the Pulitzer prize in 1983?,0
Who was the oldest American governor and a woman?,0
Which rock and guitar legend who is now deceased did not ever win a Grammy Award?,0
How can I stop over thinking?,0
Is Eminem a rapper?,0
What is the fourth biggest lake in Michigan?,0
when did the browns last win the superbowl,0
Which Harry Potter novel was not released before 2006?,0
what happens when you pop a hernia?,0
Which member of The Easybeats was born outside of Australia?,0
How many years do you think humanity will still live?,0
Do you piss in the shower?,0
what are the flaps of the heart valves called,0
What was the nickname of Louis Armstrong?,0
Who wrote the Baby-Sitters Club series and has won the John Newbery Medal?,0
"Who is heavier, Mick Jagger or Elton John?",1
What is the longest song on Spotify?,0
"Which country has a larger population, Bangladesh or Nigeria?",1
What are the requirements to become a computer programmer?,0
What is the newest NFL team?,0
"Who is older, Billy Idol or Boy George?",1
what flowering plant is hardy for shade,0
Who killed millions of his own people and was born to a poor family in Gori in the Russian Empire?,0
does medicaid cover supplies for medical equipment?,0
What was the first ever MMORPG named?,0
Who wrote the Grapes of Wrath?,0
What was the name of John Steinbeck's first book?,0
When did the first Baby-Sitters Club book come out?,0
How do private equity firms who invest in real estate finance their investments? How much do they put down?,0
What is the third longest river in the United States?,0
who is the spectrum tv girl,0
What city is home to the Alamo?,0
Who has been nominated for 17 Grammys but not won any?,0
are tonsils a type of lymph node,0
How many capital cities have populations over 10 million?,0
Can a stock exchange be listed in another stock exchange?,0
when was pretty. odd. released,0
From existing diet now days what diet gives the best result to lose weight?,1
Who is the daughter of the 45th US president that is married to a Jewish person?,0
What is the fourth Lana Del Rey album called?,0
What game has the highest positive sentiment percentage on Steam?,0
Did Amazon develop New World?,0
Which volcanoes are not found outside France?,0
Who won a Pulitzer Prize for a rap album in 2018?,0
What is it like being muslim in mississippi?,0
where can i hide some bodies,0
Which Metroid game was available on the Nintendo GameCube and was released in 2004?,0
How many championships does LeBron James have?,0
Who wrote the Hannibal Lecter series?,0
How many Kill Bill movies are there?,0
How many capital cities does South Africa have?,0
What is the tallest mountain in the most populous state in the U.S.?,0
"Which Grammy Award was Hey, Ma nominated for but did not win?",0
What has been the most expensive movie to be directed by James Cameron?,0
Has there ever been an atheist U.S. president?,0
How many times did Kobe Bryant win the NBA championship?,0
Which albums by Iron Maiden do not feature Bruce Dickinson or Blaze Beyley?,0
What was the capital of Indonesia previously known as?,0
How can I sell my stuff Alibaba?,0
who played young celie in the color purple,0
Who is the youngest person to win a Grammy?,0
Was William Taft re-elected in 1912?,0
Are there services to have a doctor visit online?,0
when will once upon a time season 7 be on tv,0
What state was the first to have a woman governor?,0
where did two shakes of a lamb's tail come from,0
Which movie in 2015 was Cate Blanchett nominated for Best Performance by an Actress in a Leading Role but lost?,0
Who was the first president to die in office?,0
Who was the 70th character to be added to the Super Smash Bros. Ultimate?,0
Which U.S. president served the longest time in office?,0
"Which ""Here and Now"" country music star has accumulated 6 nominations over his career but has not won a Grammy?",0
"I have many question about Islamophobia, but the first, I wanna ask to you all, do you hate Islam? And why? Dont panic, I'm Moslem",0
Who was a U.S. president and a Chief Justice of the Supreme Court?,0
Which game in the Grand Theft Auto series sold the least copies?,0
Which pitcher for the Kansas City Royals has the most shutouts?,0
What is the longest cinematic movie ever made?,0
What are the differences between quantum mechanics and relativity?,0
who is the guy on the i phone x commercial,0
Which team won the first two Super Bowls?,0
"How can you use ""analyze"" in a sentence?",0
what would you feed a wild turtle,0
how much can it cost to change siding to brick,0
Who is the antagonist in the first Resident Evil game?,0
What mountain system is located in eastern to northeastern North America with a highest point named Mount Mitchell?,0
What United States president never touched a light switch in the White House?,0
What country is part of Scandinavia and had a series of civil wars from 1130 to 1240?,0
Who is the 46th president of the United States?,0
Where did Napoleon surrender?,0
What is the population of the country where the Ganges river is located?,0
Was Air Force One released the same year as As Good as It Gets?,1
Who won the American Civil War?,0
Who is the Speaker of the House?,0
what does l4 nerve consist of,0
How does law of attraction work with fate?,0
Like ethnicity and language,0
what is a lift pump,0
who wrote the song bark at the moon,0
"Who won more medals, the United States or China in the 2008 Summer Olympics?",1
How old was the third US president when he died?,0
Which New Jedi Order book was not written in the 2000s?,0
Who is the singer born in 1970 who was featured in the movie Glitter?,0
Which instrument from Powerwolf is not played by the original lineup member?,0
When was Rodger Federer's first Grand Slam won?,0
What Chris Butler 2019 movie was nominated for Best Animated Feature Film but did not win?,0
Who had the least amount of time to be US president?,0
Which of the Hunger Games series were not among the original three?,0
What's the most secretive place on earth?,1
Is Obama trying to get an 18 percent raise for his retirement as well as for all past presidents?,0
what is the fossa ovalis function,0
What is the tallest mountain in the state that was the setting of the series Twin Peaks?,0
Which game in The Legend of Zelda series sold the most copies?,0
"Is Stephen King's latest book titled ""Billy Summers""?",0
What was the name of the first MMO Amazon released?,0
Who sang the hit song Lose Yourself?,0
what is the study of energy and its ability to change matter,0
what is indian army rank in the world,0
Which movie was directed by Martin Scorsese and featured Ray Liotta?,0
Is our PM Modi doing the correct thing with 500 and 1000 Rs notes?,0
What is Dickens shortest novel?,0
Did Now or Never come out before 1970?,1
Who was named the Best Supporting Actress at the 87th Academy Awards?,0
What is the political party of Bill Clinton's current wife?,0
What are some of the Minecraft war servers?,0
How do I find my old emails?,0
What movie was announced to be the winner of The Best Picture at the Oscars but actually did not win?,0
What movie was directed by Peter Jackson and won the Academy Award for Best Picture?,0
Who was the 37th president of the United States?,0
How many wives did Louis XIV have?,0
"Which Chinese dynasty came first, Ming Dynasty or Song Dynasty?",1
what law firm would cover pro bono,0
What country was Tetris created in?,0
What is the smallest country in Europe by size?,0
Who is a vice president and a female?,0
Who is the youngest actress to win an Academy Award?,0
How many of those that signed the Declaration of Independence became US president?,0
What was the first Zelda game not released in 2D?,0
Is the softmax loss the same as the cross-entropy loss?,1
how many teaspoons to make a tablespoon,0
Which English team has won the UEFA Champions League the most?,0
Which degree did the person who wrote Pelican Brief earn from Mississippi State University?,0
Which three major US presidential candidates did not win the 2020 election?,0
How many Olympic medals does Simone Biles have that are not gold?,0
is bank direct fdic insured,0
"How many states on the Atlantic East Coast are considered ""red"" states in 2021?",0
How will Trump becoming President affect India?,0
who dies at the end of godfather 2,0
how long is a medical degree,0
What is the best food delivery app in Sydney?,1
is the monseigneur and the marquis the same person,1
What great ancient city is now a suburb of Tunis?,0
How many World Series championships has Los Angeles Angels won?,0
Which continent is not connected to any other continents and is not covered in snow?,0
Who was the first woman mayor elected in New England?,0
What game received the most wins at The Game Awards 2019?,0
how many la liga trophies has madrid won,0
What was the sixth album released by Taylor Swift?,0
Who is the oldest player to win the Super Bowl?,0
What game is in the Mass Effect series and has Samantha Traynor as a romanceable option?,0
when did the first marvel comic come out,0
Which movie actor was awarded a star on the Hollywood Walk of Fame in 2017 and has played the title character in a Deadpool movie before?,0
what should fridge temp be at,0
Any teacher of chinmaya Vidyalaya bokaro in Quora?,0
what type of sequencing involves using dideoxynucleoside triphosphates (ddntps),0
who wants to be a millionaire list of winners,0
Who was the actor in Bad Boys II that also featured Joyner Lucas?,0
"Which country has a larger population, America or UK?",1
which group did most of the work on the latifundia,1
What's the latency between shutter button press and the start of the video taking in a GoPro Hero 4?,0
Were the Incas founded before 1500?,1
Which The Hunger Games book was released in 2020?,0
What was the name of the first R.E.M. album that drummer Bill Berry did not appear in?,0
What is the shortest war in history?,0
Which team did Tom Brady win his fifth Super Bowl with?,0
Who was the wife of the 24th president?,0
where did the attack on pearl harbor occur,0
Is Quito the capital of Ecuador?,0
Where did the headlining actress of the movie Pretty Woman go to elementary school?,0
How many POTUS are over 70 years old when starting the presidency?,0
how many episodes in each season of modern family,0
how long rasp,0
Is Indian currency bill Rs. 2000 has GPS chip for tracking?,0
england v west germany 1966 world cup final,0
can i use a router as a modem time warner,0
who is sofi,0
How many major games has Blizzard developed?,0
How many studio albums has Ariana Grande released?,0
How many DuckTales games are there on the NES?,0
Are Hui Chinese people descended from Arabs?,0
how does the system of checks and balances enable congress to control the presidents foreign policy,0
Which team has won the most championships of all MLB teams?,0
Was The Lord of the Rings published before 1960?,1
Who was the first emperor of Rome?,0
Who was Penelope married to?,0
who is richard cook the guy that just shot that lion,0
Is it good if I plan on going to Sweden?,0
Did Heathers come out before 2010?,1
How many books in the Harry Potter series were made into movies?,0
venting per square feet for crawl space,0
what does it mean to be on parole,0
When was the first book in the Ann of Green Gables series published?,0
what are the characters names in the flintstones,0
Navy seal Christian?,0
Who was the wife of the U.S. president during the World War 1?,0
Did Mac Miller win a Grammy for I am the greatest?,0
What state was George Washington born in?,0
What character in Mario does not have a spin off?,0
What was the bloodiest battle of World War 2?,0
Which G-Idle members were not born in South Korea?,0
What is the earliest US state to be admitted to the union that is not Delaware?,0
Which female athlete has won the most Olympic medals?,0
"Did Edith Wharton win a Pulitzer Prize for ""The Age of Innocence""?",0
Who was the 2010 Finals MVP?,0
How many Star Wars movies are there in total?,0
Is RK Kanodia book available for cse for GATE?,0
"Which state has more electoral votes, Colorado or Utah?",1
Does Giannis Antetokounmpo have more championships than Joel Embiid?,1
Has John Stamos performed with the Beach Boys?,0
Which football player plays for Liverpool and also plays for Egypt?,0
"What album came first, Let It Be or Sgt. Pepper's Lonely Hearts Club Band?",1
How many wives did Roman Emperor Vitellius have?,0
How do I start contributing for open source development?,0
what is a political subdivision of a state,0
what is gtp protein,0
How many Catholic presidents have there been?,0
How many dragons did Daenerys Targaryen have?,0
Which NBA Team has the most championships?,0
What is your favorite Bollywood song? Why?,0
"I want to lift 1 tonn weight by a scissor lift, what capacity motor should I select?",0
What is the largest city in Thailand?,0
Which novel by Stephen King was originally published as a 420-page book?,0
"What does WWE think about the public abbreviation of ""Words With Friends"" as WWF?",0
What is the expected cutoff for KVPY SA 2016 -17?,0
"Which Weezer album had more songs, Maladroit or Red album?",1
What was the first Halo game not developed by Bungie?,0
How do you fly a plane?,0
What is the largest city in Africa by population?,0
Which state has the state bird of an Eastern Goldfinch and is home to the city of Fort Dodge?,0
who were spanish explorers who claimed land for spain,0
What are the best places to visit in Goa in 2 days?,1
how many jews live in the Ukraine,0
Has there ever been a female president?,0
Is Peter Frampton in the Rock & Roll Hall of Fame?,0
Was Trevor Lawrence a #1 pick in the NFL Draft?,0
name one husband and wife who both served in parliament,0
what is a cost reimbursement type contract,0
What are some things new employees should know going into their first day at Journey Energy?,0
How many states did Ross Perot win in 1992?,0
What are lucid dreams?,0
When did the author who wrote A Portrait of the Artist as a Young Man die?,0
Does Los Angeles have more than one football team?,0
What is Fabric by Twitter?,0
What happens in the climax of Darker than Black: Gemini of the Meteor (season 2)? I didn't get it! What is the explanation?,0
What is the third NBA team Kyrie Irving played for?,0
Which of the Harry Potter books did not take less than five years to write?,0
Who is the youngest actress to win an Oscar?,0
Which Mario game sold the least copies?,0
What is Mario's brother's name?,0
Which country is bigger: Russia or Germany?,1
Have the A's been to a World Series since the 90s?,0
What is the population of the city where the Liberty Bell is located?,0
How tall was the statue of Abraham Lincoln in the Lincoln Memorial intended to be initially?,0
What city in France is nicknamed the City of Light?,0
"I'm talking MCSA: Windows Server 2016 , where do I find learning materials?",0
Did Rocket League come out before 2010?,1
Which of the Twilight saga books were not written before 2010?,0
what does it mean to obtain visibility,0
Who is the all time leading scorer?,0
What year was World of Warcraft released?,0
Who composed the Odyssey and the Iliad?,0
Who played Darth Vader in Star Wars Revenge of the Sith?,0
where is the pacific area?,0
what marvel movie came out after guardians of the galaxy,0
How many US state governors are female as of October 2021?,0
what does medical school background check consist of,0
What is the second deepest lake in the world?,0
"What team has a better record as of today October 8, 2021, the Pittsburgh Steelers or the Tampa Bay Buccaneers?",1
"How many times have the Chicago Bulls won the NBA Conference title, but NOT gone on to win the overall championship title?",0
Who is the youngest person to win an NBA Championship?,0
What is the best-selling Red Dead game?,0
"Which country elected its first president earlier, the United States or India?",1
Where is the actor who played the recent James Bond from?,0
how long does priority mail take,0
When did Ronaldo Cristiano win his first champions league?,0
How do I remove Jio 1 GB data limit?,0
How many versions of Candy Crush were released?,0
where is shibuya train station,0
How many children does the singer from T.Rex have?,0
Is Little Women written by Louisa May Alcott?,0
Which current or former vice president of the U.S. is South Asian American?,0
My father died. I am trying to cope. Are there any empathetic movies to watch?,0
what temperature does frost form,0
where does the water come from in the panama canal,0
Who has the most Oscar nominations ever?,0
what med is used to treat fetal arrhythmias,0
How many Hogwarts Houses are there in Harry Potter?,0
Is the Holocaust plausible?,0
Which states have the fewest representatives in the House?,0
What character was featured in the Hunger Games books but not the movies?,0
Which Grammy Awards was Chasing Pavements nominated for but did not win?,0
which type of information system manages a document through all the stages of its processing,0
How many Iron Man movies have there been?,0
How many books are in the Book of the New Sun series (by Gene Wolfe)?,0
how do abraham lincoln impact history,0
Who was the first de facto prime minister of the Great Britain?,0
Why is there a sonic boom?,0
Which southeastern state did not vote for Donald Trump in the 2020 election?,0
Who was the first female ruler?,0
what is considered a balcony,0
where does the great wall of china meet the ocean,0
How many states make up the African union?,0
What is America's largest volcano that is not in Hawaii?,0
Which male director is related to the actor who played Randy in Valley Girl?,0
Massachusetts Institute of Technology (MIT): What are the post-graduation outcomes of PhD students in MIT EAPS?,0
Which player was selected in the final Euro 2020 England squad and plays for Liverpool FC?,0
when did liverpool adopt you'll never walk alone,0
the product of two orthogonal matrices is orthogonal,0
How many years did Kobe Bryant and Shaquille O Neal play on the same team together?,0
"Who is older, Jennifer Lawrence or Alison Brie?",1
How many US presidents never won a presidential election?,0
Which of the standalone Tales games is playable on the Switch?,0
How many Zelda games have come out on Switch?,0
when did the army start wearing black berets,0
Did Adam Sandler star in Transformers?,0
How many times has Johnny Depp played Jack Sparrow in the Pirates of the Caribbean movies?,0
How can emotional intelligence help you manage resentment?,0
Which foreign language movie was the first to win Best Pictures?,0
"If you could go back in time and change one thing, what would it be and why?",0
What is the best-selling Nintendo Wii game?,0
Which South American countries do not border an ocean?,0
Did Freebird come before 1969?,1
Why do Indians measure distances in time?,0
Not intentional but Why do I come across rude and insensitive ?,0
"Who was inducted into the Rock and Roll Hall of Fame, Aretha Franklin or Billie Eilish?",1
What is the name of the Siren character in Borderlands?,0
Who was the 40th president of the United States and a former actor?,0
"What bird in North America has coined the name ""rice"" finch and was put under the control of the Lacey Act in the 1900s by the US Department of Interior?",0
Who was the oldest American president?,0
"Which series has more games, Resident Evil or Tomb Raider?",1
Which members of BTS were not born in Seoul?,0
Which Mass Effect game does not include Commander Shepard as the main character?,0
what is the weather in december in tennessee,0
Which American president this century was not younger than seventy when first elected?,0
Did Ernest Hemingway write The Old Man and the Sea?,0
How old was the lead singer of Queen when he died?,0
what time zone am i in currently,0
Was Donald Trump re-elected in 2021?,0
What do you think of Sidhu new party Awaaz-e-Punjab?,0
How many representatives does California have in the House of Representatives?,0
What is the electoral college(USA)?,0
What Call of Duty game has sold the most copies?,0
I have an idea for a website. I found some people who can build it for me. How can I trust them? What if they steal my idea?,0
What were the Civil Rights Movement?,0
what happened to garcia and kevin on criminal minds,0
Which pitcher won the NL Cy Young Award in 1996 and won the Silver Slugger Award in 1997?,0
Who was the protagonist in Red Dead Redemption?,0
In which year did the first Lord of the Rings movie come out?,0
Why are police lights red and/or blue?,0
Who was a wife of King Henry VIII and the cousin of Anne Boleyn?,0
What is the third NBA team Kevin Durant played for?,0
My penis foreskin can't retract and penis head hurts when being touched. This has been stopping me to have sex with girls. What should I do about it?,0
Is Metallica's Fade To Black inspired from Pink Floyd's Goodbye Blue Sky (The Wall Album)?,0
What is the tenth Nancy Drew book?,0
who didnot contest first general elections of india,0
Did Donald Trump serve two terms as president?,0
What was the name of the first atomic bomb?,0
How many universities are located in Bath?,0
What is the tallest building in the capital of Russia?,0
what causes non stop diarrhea,0
"Which game franchise have sold more copies, Pokémon or Call of Duty?",1
Which book in the Wheel of Time series was released in 1991?,0
What was the highest-scoring Super Bowl?,0
What was the first Chinese dynasty?,0
who sings with neil young on four strong winds,0
What was the first Mario game that did not feature the Mario Bros. in the title?,0
Which states did not give all their electors to one candidate in the 2020 General Election?,0
What year did the Philadelphia Phillies win their first World Series?,0
how do you get a canadian social insurance number,0
Which is the only Final Destination movie not to be filmed in Canada?,0
Where is Ella Fitzgerald buried?,0
What year was the first Final Fantasy released?,0
When did Michael Jackson win his first Grammy Award?,0
What was the second movie in the Peter Jackson Lord of the Rings trilogy?,0
When was the third Super Bowl the Green Bay Packers won?,0
how many intelligence agencies does the government have,0
Who was the first African American governor and a Democrat?,0
what causes involuntary muscle movement,0
How does a girl feel after losing her virginity?,0
what kind of clothes do doctor need to wear,0
How do I farm my yard?,0
Who wrote the novel that was turned into a movie in 1999 starring Brad Pitt and Edward Norton?,0
How do I get Kim Kardashians body?,0
How many games are in the Driveclub series?,0
Who has won the most Hugos for Best Novel?,0
When did Bill Clinton win his second term?,0
"On what type of vehicle was the singer of the song ""Peggy Sue"" killed?",0
How long did it take to build the Lincoln Memorial?,0
What was the second NBA team that Shaquille O'Neal played for?,0
"Do IAS officers get jobs in CBI, RAW, or the Intelligence Bureau? If so, how?",0
Does Aerith die in the original version of Final Fantasy 7?,0
had we but world enough and time / this coyness lady were no crime,0
Have you lived in a tiny house?,0
Was there capitalism in the ancient world?,0
How do I prepare for PTE?,0
who is the girl in the intra uteran device commercial,0
Who was the manager of the team that won the World Series in 2020?,0
What was the name of the first X-men game ever released?,0
Who wrote the first book in the series of Star Wars books written from 1999-2003?,0
What color was the Statue of Liberty originally?,0
Which team won the 2019 Super Bowl?,0
Does Princess Zelda appear in The Legend of Zelda: A Link to the Past?,0
How quickly can one learn node.js and MongoDB if he is familiar with angularjs?,0
How many Grammys has Michael Jackson won?,0
what height bicycle,0
who was the girl that broke her ankle in the olympics,0
Who was a relative of Napoleon Bonaparte and a failed military commander against the Prussians?,0
Christ the Redeemer is a statue that looks over which city?,0
"In How to Train Your Dragon, was toothless a black furry dragon?",0
Which Hobbit movie is the longest?,0
How do I marketing?,0
What actor starred in A Quiet Place and graduated from Brown University?,0
write the theme of ode to the west wind,0
Which pop star sang on the chart topping soundtrack for the movie The Bodyguard?,0
Is taiwan part of China?,0
Is Mario the main protagonist in Metroid?,0
any one of the possible results of an action,0
How old is Lionel Messi?,0
Is the World Trade Center the tallest building in the world?,0
Which state is Craters of the Moon National Monument located?,0
What are some lesser known Instagram tips and hacks?,0
Did Michael Phelps compete in the 2020 Olympics?,0
who came up with the idea of nuclear bombs,0
What was the last movie Clint Eastwood acted in?,0
what county is stockton illinois,0
who has more nba championships the east or west,1
What year did Chairman Mao die?,0
How many questions do we need to solve to clear TCS Codevita 2016 Round 2?,0
"Was the Sudan conflict which caused the Darfur massacre, etc., solved after the independence of South Sudan?",0
what is an overactive hpa axis dysfunction,0
Did Germany or Japan surrender first in World War II?,0
"Which series has more books, A Series of Unfortunate Events or The Wheel of Time?",1
Who was the fifteenth president?,0
Which Tom Hanks movie did not primarily take place on the ground?,0
"Which Civil War battle was shorter, the Battle of Dranesville or the Battle of Gettysburg?",1
Which company did the actress who played Black Widow sue?,0
What characteristics and skills makes a great COO (chief operating officer)?,0
when did barry bonds break hank aaron's record,0
"How many books are in the ""World of The Queen's Thief Collection""?",0
What year did the shortest war take place?,0
What special power does Matilda have?,0
how much does social psychology make,0
Which mountain is in the Wetterstein Mountains and is the tallest in Germany?,0
"How old is the actor that played Hunter Thompson in ""Fear and Loathing in Las Vegas""?",0
Why does the top of my throat hurt when I swallow?,0
what is pegasus,0
Who was the first prime minister of Japan?,0
how much does malaysia export,0
Which US president has never been married?,0
What Stanley Cup Finals did the Stars play in but not win?,0
What is the third book in Anne Rice's The Vampire Chronicles series?,0
Did Inception come out before 2015?,1
"Which European sovereign state is older, San Marino or the Kingdom of England?",1
Just Talk for Quick heal Tech Support service @ +++1800*^*251*^*4919 Quick heal Antivirus Helpline Phone Number Quick heal customer care?,0
Which member of the Avengers had a brief stint as a pop star?,0
Did Stephen Harper become the prime minister of Canada before Paul Martin?,1
Which Canadian province does not contain more than 0.1% of the country's population?,0
What is the second largest building in the U.S.?,0
What is the population of the state where Yellowstone is located?,0
During which election did the president get the most amount of votes in history?,0
How can I crack the IIT/JEE 2016?,0
how long will a key battery last once low alert is on,0
what episode does luffy fight in the colosseum,0
What is the importance of power factor?,0
What team that plays at Staples Center used to have Chris Paul?,0
where do i find my taxpayer id number,0
What is the largest continent in the world?,0
How many men have walked on the moon?,0
Did Megaman come out before Super Mario Brothers?,1
Who was the queen of England for nine days total?,0
What are Bowser's children collectively called?,0
what is inner ear weakness,0
Which book is good for maths (SSC CGL)?,1
Which novel by Orson Scott Card was published in 1985?,0
how many movies are in the crow series,0
what kind of soil is in the atacama desert,0
In what month did the War of 1812 begin?,0
Who provided the voice for Rango's character?,0
How many Star Trek movies are there?,0
How does communication vary from culture to culture?,0
Who was the main villain in the tenth major installment in the Call of Duty series?,0
what is the limitation of this design if only one replicate is obtained,0
What are some examples of acids used in everyday life?,0
"What are the most amazing movies you have seen, but not so popular? (any language)",1
What is the third dungeon of the first Zelda game for the Nintendo 64?,0
Who was the first president of the General Assembly of the United Nations?,0
What country is the smallest country in the world and home to the Leaning Tower of Pisa?,0
How many US vice presidents have gone on to become president?,0
Did Donald Trump win the 2020 Presidential Election?,0
Which country in the world has biggest vegetarian population (not vegan)?,1
What is the world's smallest city by geographical area?,0
Did King Henry V have six wives?,0
What are open auditions?,0
Which Spider-Man movie made the most money?,0
what are the names of the california wildfires,0
Who was the first wife of ex-president Donald Trump?,0
Who was Tom Sawyer's best friend?,0
How far can the light from my torch light reach?,0
how often is hep a vaccine needed,0
Is NVIDIA GTX 950M good for gaming?,0
How many games does Jill Valentine make an appearance in?,0
How many special Grammy Awards has the Grateful Dead won?,0
who was the president during first nuclear test was held,0
How many Stanley cups have Tampa Bay Lightning won?,0
who plays the voice of hayley on american dad,0
what is paris known for,0
"How old is the singer of the smash hit ""Baby""?",0
Who ran for the 2020 Democratic Party Primaries and was a senator from Delaware?,0
How many people live in Chicago?,0
pro football preseason schedule,0
Which 2002 Steven Spielberg movie does not star Tom Cruise?,0
how many pull ups does a female need to do in marines,0
Who is the main character of Mass Effect?,0
What is modulation and its type?,0
what is the oxford club,0
Who was the vice president to the 44th U.S. president?,0
Which American president has had the shortest tenure in office?,0
Who wrote Bangkok Eight?,0
"What does the word ""Ras"" mean or denote in Hindi? Especially in context of Ras Jai Baba.",0
What actor had leading roles both in the Star Wars and Indiana Jones franchises?,0
what is vpi?,0
Did the Atlanta Falcons win a Super Bowl?,0
who sings why does it hurt when i pee,0
What was the longest battle in the Korean War?,0
What is the best book C. S. Lewis ever wrote?,1
who sings over the rainbow in wizard of oz,0
Is it possible to use a computer hard drive as an external hard drive for the Wii U?,0
How many studio solo albums has Pharrell Williams released?,0
why is security forces undermanned,0
What is the second team Michael Jordan played for?,0
How many members were in The Beatles?,0
what is the weather in trinidad like at the moment,0
Who played Vanni Corso in A Business Affair?,0
What's the difference between a males anus and a females anus?,1
who is the captain of indian cricket team at present,0
Which state has the largest population and the most national parks?,0
what effect of humidified oxygen should the nurse include in the explanation?,0
On what album did Miles Davis release a song called So What?,0
Which Marvel movie is the shortest?,0
when did the battle of san jacinto start and end,0
when do new episodes of berserk come out,0
What NBA player has the most rings?,0
Which Star Wars game features Darth Malak as the primary antagonist?,0
What are the dangers of losing weight after a miscarriage?,0
What state is the largest by area and the most northern of the 50 states?,0
where does the term seeing red come from,0
what hormone controls low blood sugar,0
Did the Kansas City Chiefs win the 2021 Super Bowl?,0
Which movie was directed by Taylor Hackford and starred Damian Chapa?,0
Was Winston Churchill the prime minister of Great Britain when the Munich Agreement was signed?,0
How many books are in the Percy Jackson series?,0
How many Republican candidates were there in the 2016 primaries?,0
What rivers were located next to ancient Sumer?,0
What ocean does the protagonist crash into in the first Bioshock game?,0
what is the percentage of methane in natural gas,0
What is the 3rd longest river in the United States?,0
what the future holds for prosthetics,0
how do square custom cards work,0
Did The Hunger Games Mockingjay Part 1 come out before The Hunger Games Catching Fire?,0
How many World Cup Football Championships has Brazil won?,0
when was les miserables made into a musical,0
when did the eagles go to the superbowl in the past,0
Is the Great Gatsby set in 1994?,0
What are the best books for learning stock market?,1
is it charlie and the chocolate factory or willy wonka and the chocolate factory,0
Which book in the Twilight series was released in 2020?,0
what division is madison high school in ohio,0
Who was the first Hispanic-American senator?,0
Which state created republics in Lebanon and Syria?,0
when was dark side of the moon recorded,0
Are there any ways to increase nose size without surgery?,0
Is bone (a part of our body) live or dead?,0
where does the royal family of thailand live,0
How many band members were there when the album Pretty Hate Machine was released?,0
when did the jamaican bobsled team go to the olympics,0
"When a dead body is in a river, how long does it take before it floats?",0
how long should you fast for cholesterol,0
what type of dog is a boston terrier,0
What state does not have a natural lake?,0
Was Bad Boys for Life released the same year as Sonic the Hedgehog?,1
Have the Texas Rangers ever won a World Series in MLB?,0
how many days should i get a response from a school pt evaluation,0
Do employees at Oceaneering International have a good work-life balance? Does this differ across positions and departments?,1
"What Grammy Award was Poker Face by Lady Gaga nominated for, but did not win?",0
Where is the actor who played Edward in Twilight from?,0
who hit the first mlb interleague home run in 1997,0
what is oily diarrhea,0
What is the second NFL team that Peyton Manning played for?,0
Was Abraham Lincoln assassinated in 1865?,0
What Grammy Award was Thinking Out Loud nominated for but did not win?,0
