sentence,label
"tea [SEP] juice [SEP] Wish list: decent tea, water and juice as well as the cans of pop.",0
"OpenCL [SEP] CUDA [SEP] Open standards are better than propietary ones, and you should know by now that's also my POV, but actual applications are better than none and OpenCL it's been here for only 1 year or so, and it's not yet as good as CUDA.",1
"wedding [SEP] birthday [SEP] The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",2
"gamecube [SEP] playstation [SEP] (gamecube, playstation 2 -- May 2004)",0
"Direct3D [SEP] OpenGL [SEP] Edit: Also, you seem to have missed the entire point of the ""Faster Zombies!"" blog post, it was a comparison of Direct3D vs OpenGL, and Windows 7 vs Ubuntu 12.04.",0
"plastic [SEP] cement [SEP] If the plastic cement lifts with the trowel, and exposes the membrane, it needs to be worked into the membrane better.",0
"rat [SEP] mouse [SEP] Why is it that people don't want to admit to a ""rat"", the name ""mouse"" must be a nicer label?",0
"bread [SEP] pizza [SEP] So, moldy bread is safer than moldy pizza.",2
"Ford [SEP] BMW [SEP] For $60k it's doubtful that there is a better performance car on the market, however just in case you weren't sure, the guys at InsideLine decided to pit it against the SRT Viper, Nissan GT-R, Porsche 911, Porsche Cayman S, Ford Shelby GT500 and BMW M3.",0
"Toyota [SEP] Ford [SEP] Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",1
"Microsoft [SEP] Amazon [SEP] Even if Microsoft fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, Amazon, Google and others do to better,"" says Wilcox.",0
Windows Vista [SEP] Windows XP [SEP] According to many industry experts Windows Vista drains notebook battery life faster than Windows XP.,1
football [SEP] hockey [SEP] The only thing worse than pro football is pro hockey!,2
"Google [SEP] Intel [SEP] We believe that strong billings growth (up 19.0% year over year), solid product pipeline, continuing investments to expand product portfolio and partnerships with the likes of International Business Machines ( IBM - Analyst Report ) , Google , Dell and Intel ( INTC - Analyst Report ) will drive growth, going forward.",0
Java [SEP] Perl [SEP] I and nearly everybody knows C++ is way faster than Java and Perl & CGI is even more faster than every other language.,0
"reagan [SEP] kennedy [SEP] During the last three years of both the reagan and the kennedy administrations, GDP was growing faster than the debt burden.",0
lacrosse [SEP] hockey [SEP] I might have been a little better lacrosse player than a hockey player.,2
IBM [SEP] Intel [SEP] ISA is the old bus of the old IBM-compatible PCs while PCI is a newer and faster bus from Intel.,1
"PostgreSQL [SEP] MySQL [SEP] Sequelize, thankfully, supports most database dialects such as PostgreSQL, MySQL, MariaDB, SQLite and MSSQL making getting started even easier.",0
"Perl [SEP] Java [SEP] As for performance, I've seen Perl GUI apps run faster than Java, so while Swing may be built in, that's not the end of the story.",2
hockey [SEP] football [SEP] Upper Deck: I do better in hockey and football.,0
"Python [SEP] Lisp [SEP] Luajit, Python, Common Lisp and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems).",0
Python [SEP] Java [SEP] Visibly faster than Python ... faster than Java I'd bet.,0
"Python [SEP] Java [SEP] Now for some reason the more I learn Python, the faster I can do things in Java.",0
PHP [SEP] Ruby [SEP] LiteSpeed's native SAPI for PHP and Ruby allows external applications written in these languages to run up to 50% faster.,0
football [SEP] golf [SEP] Other fundraisers for the football team include the annual golf outing and the 3 on 3 Superior Shootout basketball tournament.,0
Windows 8 [SEP] Windows 7 [SEP] The chart below gives an idea of how much faster Windows 8 is in rendering text compared to Windows 7.,2
Motorola [SEP] Nokia [SEP] Other Apple LG Motorola SonyEricsson Samsung Nokia,0
Samsung [SEP] Motorola [SEP] Samsung Fascinate vs Motorola DROID X,0
"Intel [SEP] IBM [SEP] Sadly, at that time AMD wasn't 100% compatible to Intel; but still way better than that IBM/Cyrix shit.",2
"football [SEP] lacrosse [SEP] For one thing, I went to a high school with a lousy football team and a college that celebrates Homecoming during lacrosse season.",0
"PHP [SEP] Java [SEP] In a language like PHP or Java, we can hide even more and the code becomes even easier to read:",0
"PHP [SEP] Perl [SEP] PHP, Perl, ASP etc, which is much slower.",0
Windows 8 [SEP] Windows 7 [SEP] Top Reasons: Why Windows 8 is better than Windows 7?,2
amazon [SEP] youtube [SEP] Coming by way of the amazon Game Studios youtube page -- we are getting a solid description and a first look at Sev Zero in action.,0
golf [SEP] tennis [SEP] golf gets better coverage than tennis ffs.,2
"Dell [SEP] IBM [SEP] It's not just SUSE saying that, but partners like HP, Dell, IBM and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.",0
"michigan [SEP] missouri [SEP] And let's not forget those few remaining states where guns on campus are prohibited by law and you will be relatively safer: Illinois, Louisiana, Maine, Massachusetts, michigan, missouri, New Jersey, New Mexico, New York, Ohio, Tennessee and Wyoming.",0
Windows XP [SEP] Windows 98 [SEP] It is easier to install and seems to work well with Windows XP but crashed a lot on Windows 98 (at least when I tested it).,2
"Nissan [SEP] Ford [SEP] what pickup truck is the best of alltimes chevy,Nissan,Ford out of all the trucks wat to u is more better?",0
"Hewlett-Packard [SEP] Dell [SEP] According to the Wall Street Journal , the board produced today a presentation that painted an unfavorable picture of the company, including one slide that states point-blank ""H-P's [ Hewlett-Packard ] recent performance has been superior to Dell.""",2
Amazon [SEP] Google [SEP] Amazon literally bulldozed upcoming competitors like Microsoft and Google by using its far superior product offerings and extensive networks.,2
"birthday [SEP] wedding [SEP] With a solid foundation established and passion for Christ, well-known local church figure celebrated a couple of milestones: his 75th birthday and 50th wedding anniversary.",0
IBM [SEP] Intel [SEP] IBM-compatible Pentium IV (or equivalent AMD processor) or higher PC; Intel dual- or quad-core 2.66 GHz or faster processor recommended,0
"california [SEP] michigan [SEP] This truck spent half it's life in california, so the body is better than most michigan Ramchargers.",2
"carolina [SEP] georgia [SEP] The culture around college sports in North carolina and georgia is different -- not better or worse, just different.",0
"Windows 8 [SEP] Windows XP [SEP] Welcome to the 4 th of my operating system tweak guides, Tweaking Windows 8. Like the Windows XP (first version created in 2002!), Vista, and Seven guides before it, the aim of this guide is to make your Windows experience a little better.",0
"JavaScript [SEP] PHP [SEP] I have a strong grasp of HTML, CSS and a decent one on JavaScript, PHP, and MySQL.",0
Google [SEP] Kingston [SEP] AFDC Printable Version Share this resource Send a link to EERE: Alternative Fuels Data Center Home Page to someone by E-mail Share EERE: Alternative Fuels Data Center Home Page on Facebook Tweet about EERE: Alternative Fuels Data Center Home Page on Twitter Bookmark EERE: Alternative Fuels Data Center Home Page on Google Bookmark EERE: Alternative Fuels Data Center Home Page on QA:QAsource History View NewTexas: Energy ResourcesOrderInformation Kilauea SouthwestofKings Kingston Energy,0
"MySQL [SEP] SQLite [SEP] Many smaller sites use MySQL, but I believe most of them actually would be better served by SQLite.",1
youtube [SEP] facebook [SEP] It's easier because there are more opportunities in the way of youtube or facebook or MySpace.,0
Eclipse [SEP] NetBeans [SEP] a bit like Eclipse or NetBeans does with java projects.,0
Amazon [SEP] Apple [SEP] Google and Amazon are considered better buys than Apple??? Maybe the world will end on the 21st!!!!!! LOL,2
"ipod [SEP] laptop [SEP] The iPad, much like the iPhone and ipod Touch, is never really ""off"" so the iPad has this instant on feature that is even faster than a laptop.",2
"Nissan [SEP] Renault [SEP] Other models such as a Hyundai Matrix, a Nissan Note and an Opel Meriva have a better relationship between price and equipment, at least until the promotional discount Renaut communicate with the Renault Grand Modus .",0
"USB [SEP] Bluetooth [SEP] For connectivity there are two USB 3.0 ports for a faster data transfer, Bluetooth 4.0, WiFi 802.11 b/g/n, and HDMI support.",0
"suv [SEP] jeep [SEP] I like this suv better than any of my past vehicles- jeep Grand Cherokee, MB ML320, Cadillac SRX, Infiniti QX4.",2
"Nike [SEP] Adidas [SEP] Rated 4 out of 5  by NorgiFussball FIts the bill The Nike shoes seem to be fitting our kids better than the Adidas at this age (U11, U13).",2
"Python [SEP] PHP [SEP] It's created in Python, PHP, Django and has a solid code to back it up.",0
"kennedy [SEP] nixon [SEP] Second, how can someone seriously argue that kennedy is worse than nixon or Hoover or Harding?",1
amazon [SEP] google [SEP] I should know better - only use amazon or google Checkout.,0
"JavaScript [SEP] Perl [SEP] JavaScript reminds me of Perl 4 with a slightly better syntax and a couple of additional features (basic lexical scoping, higher order functions, and method dispatch, not to mention competing implementations with a lot of effort spent on optimizing away efficiencies inherent in some of the poorest misfeatures of the language's design).",2
Java [SEP] Ruby [SEP] Java or PHP/Ruby?,0
NetBeans [SEP] Eclipse [SEP] (That's what NetBeans and Eclipse do.),0
"sandwich [SEP] sausage [SEP] I had a pit beef sandwich served with the ""Bumpin Beans & Rice w/smoked sausage""...it was all delicious and portion size was decent given the reasonable prices.",0
"AWK [SEP] Sed [SEP] @Reaces this just makes it easier than writing scripts using AWK/Sed etc to kill a process, this i suppose is much simpler and cleaner -  Jabir Ahmed Oct 27 '15 at 16:09",0
google [SEP] facebook [SEP] (Is It easier to beat a google than a facebook?),0
Windows 8 [SEP] Windows 7 [SEP] Windows 8 login times are way better than Windows 7. I have to make a decision.,2
"AWK [SEP] Perl [SEP] Whenever I have to parse a lot of files in some custom way, it's always faster (than grep, AWK and certainly Perl) to write a native program to do it.",0
OpenGL [SEP] Direct3D [SEP] The latest news about OpenGL rendering Zombies faster than Direct3D really got the twittersphere going!,2
"JavaScript [SEP] Ruby [SEP] Your responsibilities: - Custom app development for Shopify - New theme development for Shopify - Do amends & corrections to the existing Shopify sites - Write simple to intermediate complexity JavaScript functionality for themes - Write clean, modular, robust code to implement the desired requirements Details: - Good knowledge in HTML/XHMTL/CSS/Ruby ON RAILS - Good knowledge in jQuery is a must - Understanding of principles of integrations with different APIs - You need have a solid understanding of Shopify p...",0
virginia [SEP] pennsylvania [SEP] virginia-pennsylvania Boundary,0
"PHP [SEP] Java [SEP] Designed to work with an existing backend GPS Tracking...Tracking server/engine (built on PHP /Java/mysql), or if easier create new app/backend?.",0
"Perl [SEP] PHP [SEP] I have written similar mechanisms in Perl, but prefer the PHP solution as it is easier.",1
holiday [SEP] wedding [SEP] Simon Calder's holiday Helpdesk: Am I better off paying my Mexico wedding package by credit card?,0
Intel [SEP] Kingston [SEP] Intel Core2Duo E7600 3.06GHz 1066MHz (3MB L2) Gigabyte GA-EP45-UD3R Kingston 2GB DDR2 800MHz x2 Western Digital Caviar Blue 500GB Sapphire ATI Radeon HD5770 1GB GDDR5 128bit LG GH24NS50 DVDRW Sata24x Cooler Master [...],0
stone [SEP] steel [SEP] A stone tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless steel sink.,0
minivan [SEP] suv [SEP] minivan Pickup Sedan suv,0
"Apple [SEP] Intel [SEP] President Obama and American Corporations such as Apple, Google, Intel, Microsoft, and HP better wake up and take note.",0
Toyota [SEP] BMW [SEP] For Toyota to step up sales in Europe it needs more and better diesel engines and BMW is a master of diesel technology for engines small and large.,0
"USB [SEP] Ethernet [SEP] If your robot has cameras connected through USB, Firewire, or Ethernet, ROS and OpenCV will make your life easier.",0
"Ford [SEP] Honda [SEP] Ford Motor Co, Honda Motor Co and Nissan Motor Co all posted better thane xpeced sales during the month of November.",0
"facebook [SEP] google [SEP] Again, facebook is growing faster than Apple and google.",2
"california [SEP] michigan [SEP] Only california is projected to lose more graduates than michigan, and only Vermont will shrink faster.",1
"facebook [SEP] amazon [SEP] They'd better; the stakes are big, and Microsoft, facebook, and amazon get it.",0
"Amazon [SEP] Microsoft [SEP] Interestingly, both Amazon and Microsoft offer 3 and a half nines of service level availability (99.95%), making comparing the service prices even easier.",0
Nokia [SEP] Samsung [SEP] Nokia Lumia 620 Does Better than the Samsung Galaxy S3 in BenchMark Tests,2
"Ethernet [SEP] USB [SEP] Dubbed the ""One"", we can confirm that it will have Wi-Fi connectivity, Ethernet networking, a solid-state hard drive, at least two USB ports and audio jacks.",0
USB [SEP] Ethernet [SEP] USB to 10/100Mbps Fast Ethernet AdapterExperience a true Plug and Play network device that is easier to install than ever.,0
rubber [SEP] cement [SEP] LOL!!  I call it work smarter not harder ;)  You know what I say to rubber cement...YUCK!!!!  I hate it!,0
"Honda [SEP] Ford [SEP] A Honda CRX is cooler than ANY Alfa?!?! Bite your tongue, Ford-obsessed heathen!!",0
"Apple [SEP] Microsoft [SEP] Apple, Microsoft Earnings Solid: Tech Winners & Losers",0
Groovy [SEP] Java [SEP] Groovy makes writing Java programs far easier.,2
"MySQL [SEP] SQLite [SEP] (Also available in a new and backwards-incompatible beta version [2] which should be easier to get started with, has more extensive unit tests, but has only been tested with MySQL and SQLite)",0
Nikon [SEP] Sigma [SEP] Would the new Nikon 85 be that much better than the old one or the inexpensive Sigma to justify the investment?,0
"AMD [SEP] Samsung [SEP] As always, we started by picking the hardware: the Intel Core i7 2600K CPU, Prolimatech Genesis cooler, dual AMD Radeon HD 6970 GPUs, 8GB OCZ RAM, Asrock P67 Extreme6 motherboard, two 750GB Samsung HDDs, a single Intel SSD 320 300GB, and an OCZ ZX 1250w PSU.",0
"Ford [SEP] BMW [SEP] Are Ford, GM Or BMW Better Bets? [ View article ]",0
"Adidas [SEP] Nike [SEP] Jeremy & Claire Weiss , this husband and wife duo better known as ""Day19"" make their living shooting commercial advertising campaigns for the likes of Adidas, Pepsi, Nike, Converse, & more.",0
"Ruby [SEP] PHP [SEP] Likewise, learning Ruby is no harder than learning PHP but far, far more rewarding.",2
Ford [SEP] Nissan [SEP] The low-volume Ford Focus Electric is a more conventional looking (and better handling) alternative to the Nissan Leaf.,2
"basketball [SEP] tennis [SEP] I want to be a better... basketball player/runner/football player/tennis player/bowler/equestian.....""",0
"ps3 [SEP] psp [SEP] Want: A better computer, a ps3 and a new psp.",0
Honda [SEP] Toyota [SEP] Honda and Toyota step aside!!!,0
"Audi [SEP] Lexus [SEP] Toyota and Audi are both showing their driverless car concepts at CES. Toyota's focus is around safety, and its Active Safety Research Vehicle-a Lexus LS Sedan-uses cameras, radars and sensors to help drivers make better decisions.",0
"pistol [SEP] knife [SEP] Whip out your pistol, knife or one of your grenades to walk faster as these items are lighter.",0
"missouri [SEP] michigan [SEP] missouri is much easier, since you just throw them in with Illinois and Northwestern and put them in the michigan pod.",0
"Google [SEP] Sony [SEP] GL Benchmark 2.5 (on-screen, higher is better): Google Nexus 4: 4380 LG Optimus G: 4221 Motorola RAZR HD LTE: 2504 Sony Xperia T: 2431 Huawei D Quad XL: 2347 Samsung Galaxy S III: 2335 HTC One X+: 2042 Samsung Galaxy Note II: 1960 HTC One X (Tegra 3): 1650",0
fox [SEP] espn [SEP] its better than fox/espn...but like on an earlier comment they put you to sleep.,0
"Samsung [SEP] Motorola [SEP] 2003,Samsung s300,8,4,2,70,32,80,64 2003,Motorola c200,10.5,4.4,2,84,46.2,105.8,92.4",0
Advil [SEP] Motrin [SEP] Ibuprofen  Advil  Motrin  Nuprin,0
"PHP [SEP] Perl [SEP] ... File Sharing Web Server is a file sharing software that is simply easier and faster than other ... system with HTML pages and scripts of PHP, Perl , ASP, VBScript, Javascript, and so on.",0
Python [SEP] Perl [SEP] In that regard we judged Python to be far superior to Perl.,2
"Nike [SEP] Adidas [SEP] Solid first impression, no visible branding (only on zipper pull) and supposed to be more durable than any other performance gear (Nike, Adidas, UA etc.)",0
"california [SEP] oregon [SEP] After california, the next most important states for wine are oregon and Washington in the cooler Pacific Northwest.",0
"reagan [SEP] nixon [SEP] Obama wars are no better than Bush, reagan or nixon wars.",0
nixon [SEP] kennedy [SEP] The debate is going to be like nixon-kennedy only worse.,0
"georgia [SEP] virginia [SEP] In these races, the balance is held by quintessential swing and ticket-splitting voters; a georgia-style Republican may run poorly in, say, West virginia.",0
"MySQL [SEP] PostgreSQL [SEP] In any case, I'd suggest you stick to the open source DBs like MySQL or PostgreSQL (my favourite) as it will be much easier to find tools (e.g.",0
"Leica [SEP] Nikon [SEP] It's delusional to think that making your photographs with a Leica, a Nikon D800000ExS or a Mamiya/Leaf or Hassy or a Fuji x-Pro will make them any better than a decent entry-level dslr or mirrorless camera of almost any description.",0
"Chrysler [SEP] Toyota [SEP] Most all of the heavy trucks interiors such as Freightliner, Volvo, Mack, Peterbilt, and Kenworth use Ohio Foam products which are sold through companies such as Commercial Vehicles Group, Superior Trim, Findlay Industries Other major customers include Honda, GM, Ford, Chrysler and Toyota.",0
"Intel [SEP] IBM [SEP] US stocks wavered in midday trade after two days of solid gains, with the mood dampened by disappointing earnings from Intel and IBM.",0
"sandwich [SEP] pizza [SEP] sandwich bar, pizza bar, and grill were better.",0
ps2 [SEP] ds [SEP] honestly the ps3 and xbox360 were both mediocre to me and it takes both of them pooling their games to keep my interest compared to the monsters that the ps2 and ds were.,0
harvard [SEP] mit [SEP] harvard/mit 2002,0
"Windows 98 [SEP] Windows XP [SEP] All my friends who have computers was still running Windows 98, and I recall that Windows XP ran muuuuuuuuuuuch faster than 98 in my (still outdated) AMD Athlon 700MHz.",1
Objective-C [SEP] Java [SEP] You appear to be assuming that iPhone / Objective-C developers are typically better coders than Java coders.,2
"Renault [SEP] Nissan [SEP] It's hard to keep up with all of the places that electric car promoters/builders Better Place (and their Renault and Nissan partners) are trying to do business, but we've got to keep trying.",0
Microsoft [SEP] Sony [SEP] I like Microsoft better than Sony.,2
PHP [SEP] Perl [SEP] (Im assuming its easier to this in PHP than Perl).,2
"virginia [SEP] oregon [SEP] That second conclusion is obviously true, but virginia was slaughtered Saturday by the oregon Ducks, which makes BYU's loss a little uglier.",1
"Microsoft [SEP] Sony [SEP] Sadly, neither Microsoft or Sony seem to be able to create a decent D-Pad.",0
"Audi [SEP] Lexus [SEP] It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of Audi, BMW, Mercedes, or Lexus.",0
Intel [SEP] Apple [SEP] The first thing you are going to need is an Intel Based Apple Computer running OSX 10.6.6 or better.,0
"metal [SEP] plywood [SEP] Container requirements for transportation in the cargo compartment: - Construction materials: Fiberglass, rigid plastic, metal, solid wood or plywood.",0
tennis [SEP] baseball [SEP] tennis is probably even a better example than baseball.,2
"Dell [SEP] Intel [SEP] Frankly, like a procession of formerly-consistently superior performing technology icons before it, including JDS Uniphase, Cognizant Technologies, Dell, Microsoft, and Intel, Cisco has been a total return has-been for quite some time.",0
"Chrysler [SEP] Toyota [SEP] It should have a solid front axle, if Jeep wants to retain buyers, but DaimlerBenz(there ain't Chrysler anymore) doesn't care a whit about you, the Jeep buyer, they want the Toyota/Honda/Nissan buyer.",0
Windows Vista [SEP] Windows XP [SEP] Windows Vista was designed to be easier to deploy than Windows XP.,2
"Windows 8 [SEP] Windows 7 [SEP] Sure, Windows 8 maybe slightly faster than Windows 7 but is faster than Windows XP?",2
Java [SEP] Perl [SEP] I agree that Java is better than Perl.,2
"Leica [SEP] Nikon [SEP] Clearly you've never used good Leica or Zeiss lenses, they sure produce better image quality than ostensive good Nikon lenses.",2
"Python [SEP] Java [SEP] Python is one of the faster scripting languages I've seen around, but last time I checked it was still 10x slower than Java and 20x slower than C for most stuff.",1
Windows XP [SEP] Windows Vista [SEP] Windows XP and particularly Mac OS X performed better than Windows Vista in these benchmarks.,2
"OpenGL [SEP] Direct3D [SEP] Why does an OpenGL version of our game run faster than Direct3D on Windows 7? It appears that it's not related to multitasking overhead,"" Valve's Linux team wrote on their official blog.",2
google [SEP] facebook [SEP] 7. google Plus is evolving faster than facebook,2
plywood [SEP] steel [SEP] Specifications: - Solid 7mm thick plywood - Strong aluminium profiles - steel ball corners - Butterflylocks - Rubber feet - Color: black,0
Python [SEP] Ruby [SEP] I'm just wondering if you guys think I would be better learning Python or Ruby.,0
"cement [SEP] concrete [SEP] Even asphalt is better than cement (concrete?),",0
"Hewlett-Packard [SEP] Intel [SEP] Hewlett-Packard ( HPQ ) , Intel ( INTC ) and Dell ( DELL ) are examples.",0
Apple [SEP] IBM [SEP] Apple could take advantage of the superior IBM components in the systems.,0
"Java [SEP] PHP [SEP] Java is not losing out to PHP (and the like) due to lack of focus on the present, not inferior technology.",0
"Ford [SEP] Nissan [SEP] U.S. auto sales have been the bright spot for many of the global automakers, powering GM and Ford to solid profits and helping Toyota, Honda, and Nissan put up big numbers as well.",0
"carolina [SEP] missouri [SEP] Yes, some of that has been their competition (Vandy, UAB, East carolina, missouri and Kentucky all rank 82nd or worse in offense), but they are talented and fast.",0
restaurant [SEP] cafe [SEP] Superior rooms Deluxe Room Business Deluxe Room Amour & Symphony Suite Business Center restaurant & cafe.,0
Windows 7 [SEP] Windows 8 [SEP] But is it better than Windows 7? Is it worth upgrading to Windows 8?,0
Motorola [SEP] Samsung [SEP] Motorola is no different from Samsung.,0
"USB [SEP] Bluetooth [SEP] I hope it will support new standards such as USB 3.0, Bluetooth 3.0, and better processors.",0
"Ruby [SEP] Perl [SEP] one I know who's seen Ruby code argues that Perl is better -- but then,",1
"Toyota [SEP] BMW [SEP] I would also add, as happened in the USA, and elsewhere, the shift to Toyota and Datsun/Nissan, Japanese brands with much better reliability and more up to date product lines vs. Euro/UK brands, but for M-B and BMW.",0
"Nissan [SEP] Renault [SEP] Nissan/Infiniti have been the Houdini of the motor industry, not very long ago it did look as though they might go under because of their horrendous debts but with Renault on board and some truly exciting new products the future looks a great deal better.",1
"PostgreSQL [SEP] MySQL [SEP] Me: No, PostgreSQL is faster than MySQL.",2
Nissan [SEP] Toyota [SEP] truck is a Nissan hardbody with Toyota solid axle with high steer.,0
"Windows 98 [SEP] Windows XP [SEP] full set of 7 powerful tools built for Windows 98, Windows Me, Windows NT, Windows 2000, Windows XP and 2003 Keep your PC running faster, cleaner, and secure with IE Secure Master?",0
ps2 [SEP] ps3 [SEP] ps2 games were better than what's on ps3 so far.,2
Java [SEP] Python [SEP] Scratch 'run-time peformance' and there are the run-time slower OO languages like Java or Python (who are often programming-time faster!).,0
"Microsoft [SEP] Google [SEP] Since Microsoft decided to follow the Google Chrome model of embedding Flash within browser, they're tied to Adobe now for better or worse,"" he said in an email.",0
"Python [SEP] Perl [SEP] :) Is Python ""better"" than Perl?",0
"Python [SEP] Lisp [SEP] Python , the best language a business can use without risking the lack of programmers ( Common Lisp is better, but I don't know anyone who knows it except for me)",1
"georgia [SEP] missouri [SEP] georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",2
amazon [SEP] itunes [SEP] Peter Eilmes - Better Day (Sascha Braemer Nice Day Mix) amazon itunes 09.,0
"MySQL [SEP] Oracle [SEP] MySQL, Oracle, SQL Serve",0
"cider [SEP] juice [SEP] Apple cider vinegar will taste better then white, but lemon juice is the best tasting.",1
"california [SEP] oregon [SEP] I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.",1
"harvard [SEP] cornell [SEP] Instead, they've been able to score against everyone except harvard, but Ashley Holt has had the better numbers in goal after Newell had a tough night versus cornell.",0
Samsung [SEP] Motorola [SEP] Samsung HTC ASUS Motorola,0
"milk [SEP] soda [SEP] Drinking fluids - milk-based fluids may be easier to tolerate than acidic liquids, such as juice or soda.",2
"tennis [SEP] volleyball [SEP] Table tennis, boccia, volleyball.",0
"Python [SEP] JavaScript [SEP] Python skills a plus, but not required, especially if you're solid at JavaScript.",2
"IBM [SEP] Intel [SEP] IBM introduces its 386SLC microprocessor, a chip that runs at least 80 percent faster than Intel Corp's 80386SX microprocessor.",2
"Chevrolet [SEP] Toyota [SEP] Truck-based SUVs such as the Chevrolet Tahoe, Ford Expedition, Nissan Armada, or Toyota Sequoia can tow 7,000 to 9,000 pounds, making them better for towing bigger boats, heavier car trailers and enclosed trailers.",0
Java [SEP] Scala [SEP] Java and Scala both make this sort of large scale code base much easier to create and maintain.,0
"Python [SEP] Java [SEP] It's easier to learn than C, Python, Java, and most other programming languages used in web development, for that matter.",0
"PostgreSQL [SEP] MySQL [SEP] As for where PostgreSQL does better than MySQL, here is my take.",2
"ipod [SEP] laptop [SEP] But we invested in a decent one, as otherwise I could just run the ipod through the laptop in the kitchen anyway, right?",0
"carolina [SEP] california [SEP] This is developing a better North carolina picture so that we can be more competitive with Boston, Atlanta and california.",0
youtube [SEP] facebook [SEP] It's obviously easier in a post-youtube/facebook/Twitter world to quantify buzz.,0
"Dell [SEP] IBM [SEP] Acrolinx provides Content Quality Software that enables companies such as Adobe, Dell, Cisco, IBM, Philips, and Siemens to make their content easier to comprehend, cheaper to translate, and easier to find.",0
milk [SEP] tea [SEP] So much better than Wellington milk tea.,0
"basketball [SEP] baseball [SEP] His son is a versatile announcer who can cover football, basketball, baseball, and hockey equally poorly.",0
espn [SEP] fox [SEP] espn gets much better and fox falls apart - how can that be?,2
"Nikon [SEP] Leica [SEP] Nikon, Canon and Pentax all have much better camera technology than Leica (which still makes great lenses but not for the price they charge!).",2
youtube [SEP] itunes [SEP] The IRS has launched a youtube video site and an itunes podcast site to better serve taxpayers.,0
lumber [SEP] timber [SEP] lumber business has increased in price and even better demands for timber lands.,0
"Ferrari [SEP] Renault [SEP] Hardly Red Bull, Ferrari or Lotus/Renault/Enstone.",0
"JavaScript [SEP] PHP [SEP] It is easier, less cryptic, and more robust than using a RegEx, and it comes in JavaScript, Ruby, Python, C#, PHP, and Objective-C flavors.",0
"harvard [SEP] dartmouth [SEP] harvard shot better than 55 percent for the game while outrebounding dartmouth, 36-27, stealing 11 balls and blocking 10 shots.",2
MySQL [SEP] PostgreSQL [SEP] I also modified the configuration of both MySQL and PostgreSQL to enable faster selects.,0
"Amazon [SEP] Microsoft [SEP] As far as buy back concern, I believe Amazon is offering better deals then even the Microsoft croperate trade in program, especially for win8 tablets and etc.",2
"Sony [SEP] Google [SEP] With my (not so cheap) Sony UX and 2.5G internet, I can run AGWTracker with Google Maps connected to APRS-IS in the car (sadly, I have better connectivity across much of the country than I do via rf.)",0
"Dell [SEP] Sony [SEP] Dell, Acer, Sony -- you guys should have known better.",0
"Google [SEP] Microsoft [SEP] And if Google, Microsoft et al help, even better.",0
"Avaya [SEP] Huawei [SEP] Vendors tracked include Acme Packet, Alcatel-Lucent, AudioCodes, Avaya , BroadSoft, Dialogic, Cisco, Comverse (NetCentrex), Ericsson, GENBAND, Huawei, Iperia, Italtel, MERA, MetaSwitch, Movius, NextPoint, Nokia Siemens, Nortel, Personeta, RadiSys Convedia, Sonus, Technicolor (Thomson), Tekelec, UTStarcom, Veraz, Verso, Xener, ZTE, and others.",0
sausage [SEP] sandwich [SEP] My first attempt at making a sausage sandwich at home was mediocre at best when compared to my drive through experience.,0
"PostgreSQL [SEP] Oracle [SEP] Disk speed requirements: Faster disks, such as SSDs (solid state disks) and high speed hard disks will speed up the response times of PostgreSQL or Oracle.",0
"cornell [SEP] harvard [SEP] With three weekends left in the regular season, it doesn't get any easier for the Engineers, who still have games against cornell, harvard, and Dartmouth on the schedule.",0
Ruby [SEP] PHP [SEP] Ruby is slower than PHP.,1
"Oracle [SEP] PostgreSQL [SEP] Currently available database drivers include ones for Informix Universal Server, Interbase, Oracle, PostgreSQL, Solid, and Sybase.",0
"IBM [SEP] Apple [SEP] In 1996, however, he ""figured the CFO track would be faster outside IBM,"" and joined Apple.",0
potato [SEP] bread [SEP] potato bread is actually better for you in some cases.,0
"PHP [SEP] Perl [SEP] I want PHP, MySQL, Perl on the server with SSH access and a decent transfer limit.",0
Ford [SEP] Chrysler [SEP] Continued Progress at Ford and Chrysler,0
"Leica [SEP] Nikon [SEP] Now Leica lenses are generally the best IMO, not so much because of superior image quality with any given lens, but because of the much better consistency in their QC than the mass producers for Nikon, Minolta et al.",2
"Google [SEP] Apple [SEP] Specifically, Gibson suggests, Google is getting better at gadget design faster than Apple is getting better at Internet services.",2
"Google [SEP] Apple [SEP] It is merely that its superior hardware is held back by Amazon's inferior apps (far inferior even to the Google, Samsung and Xiaomi stores, let alone the Apple store) and utter lack of an ecosystem.",0
