id	asp	question	clean	pos	lemma
4164	0	what is the difference between donald duck and daffy duck	what is the difference between donald duck and daffy duck	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'NN', 'CC', 'NN', 'NN']	['what', 'be', 'the', 'difference', 'between', 'donald', 'duck', 'and', 'daffy', 'duck']
23057	0	What is the difference between industrial psychology and human resource manager?	what is the difference between industrial psychology and human resource manager	['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'NN']	['what', 'be', 'the', 'difference', 'between', 'industrial', 'psychology', 'and', 'human', 'resource', 'manager']
21963	1	Which connection uses more battery on smartphone? WiFi or 4G?	which connection uses more battery on smartphone wifi or 4g	['WDT', 'NN', 'VBZ', 'JJR', 'NN', 'IN', 'NN', 'NN', 'CC', 'CD', 'NNS']	['which', 'connection', 'use', 'more', 'battery', 'on', 'smartphone', 'wifi', 'or', '4', 'g']
22590	0	What is the best way to connect map pins?	what is the best way to connect map pins	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'NNS']	['what', 'be', 'the', 'best', 'way', 'to', 'connect', 'map', 'pin']
10996	0	What are the benefits of ribose rx energy	what are the benefits of ribose rx energy	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NN', 'NN', 'NN']	['what', 'be', 'the', 'benefit', 'of', 'ribose', 'rx', 'energy']
1280	1	Who was the first first european known to have crossed the mississippi river (2 wds.)	who was the first first european known to have crossed the mississippi river 2 wds	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'JJ', 'VBN', 'TO', 'VB', 'VBN', 'DT', 'NNP', 'NN', 'CD', 'NNS']	['who', 'be', 'the', 'first', 'first', 'european', 'know', 'to', 'have', 'cross', 'the', 'mississippi', 'river', '2', 'wd']
33233	1	Which is more important for PhD applicants — Quality or quantity of research papers?	which is more important for phd applicants quality or quantity of research papers	['WDT', 'VBZ', 'RBR', 'JJ', 'IN', 'NN', 'NNS', 'NN', 'CC', 'NN', 'IN', 'NN', 'NNS']	['which', 'be', 'more', 'important', 'for', 'phd', 'applicant', 'quality', 'or', 'quantity', 'of', 'research', 'papers']
21819	0	How is the brain different than a computer?	how is the brain different than a computer	['WRB', 'VBZ', 'DT', 'NN', 'JJ', 'IN', 'DT', 'NN']	['how', 'be', 'the', 'brain', 'different', 'than', 'a', 'computer']
9852	0	is attack on titan manga the same as the anime	is attack on titan manga the same as the anime	['VBZ', 'NN', 'IN', 'NNP', 'NN', 'DT', 'JJ', 'IN', 'DT', 'NNP']	['be', 'attack', 'on', 'titan', 'manga', 'the', 'same', 'as', 'the', 'anime']
21434	1	Is there a difference in the extent of the discrimination against coloured immigrants in comparison to white immigrants?	is there a difference in the extent of the discrimination against coloured immigrants in comparison to white immigrants	['VBZ', 'EX', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'VBN', 'NNS', 'IN', 'NN', 'IN', 'JJ', 'NNS']	['be', 'there', 'a', 'difference', 'in', 'the', 'extent', 'of', 'the', 'discrimination', 'against', 'coloured', 'immigrant', 'in', 'comparison', 'to', 'white', 'immigrant']
3480	0	what is the second strongest typhoon in the philippines	what is the second strongest typhoon in the philippines	['WP', 'VBZ', 'DT', 'JJ', 'JJS', 'NN', 'IN', 'DT', 'NNPS']	['what', 'be', 'the', 'second', 'strongest', 'typhoon', 'in', 'the', 'philippines']
22597	0	What is the best way to delete a virus?	what is the best way to delete a virus	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'DT', 'NN']	['what', 'be', 'the', 'best', 'way', 'to', 'delete', 'a', 'virus']
22681	0	What were the best movies of 2015? Why?	what were the best movies of 2015 why	['WP', 'VBD', 'DT', 'JJS', 'NNS', 'IN', 'CD', 'WRB']	['what', 'be', 'the', 'best', 'movie', 'of', '2015', 'why']
12913	0	What is the difference between sweater and sweatshirt	what is the difference between sweater and sweatshirt	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'sweater', 'and', 'sweatshirt']
21931	0	How resistance of AC is greater than resistance of DC?	how resistance of ac is greater than resistance of dc	['WRB', 'NN', 'IN', 'NN', 'VBZ', 'JJR', 'IN', 'NN', 'IN', 'NNP']	['how', 'resistance', 'of', 'ac', 'be', 'greater', 'than', 'resistance', 'of', 'dc']
22958	0	What is the biggest mistake you have done in your life?	what is the biggest mistake you have done in your life	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'VBN', 'IN', 'PRP$', 'NN']	['what', 'be', 'the', 'biggest', 'mistake', 'you', 'have', 'do', 'in', 'you', 'life']
9874	0	is metal gear solid 3 subsistence the same as snake eater	is metal gear solid 3 subsistence the same as snake eater	['VBZ', 'NN', 'NN', 'JJ', 'CD', 'NN', 'DT', 'JJ', 'IN', 'NN', 'NN']	['be', 'metal', 'gear', 'solid', '3', 'subsistence', 'the', 'same', 'as', 'snake', 'eater']
22141	0	What are some of the most useful apps available on App Store?	what are some of the most useful apps available on app store	['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', 'NNS', 'JJ', 'IN', 'NN', 'NN']	['what', 'be', 'some', 'of', 'the', 'most', 'useful', 'app', 'available', 'on', 'app', 'store']
22865	1	Which is the best option to learn functional programming, Haskell or a simpler language?	which is the best option to learn functional programming haskell or a simpler language	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'JJ', 'NN', 'NN', 'CC', 'DT', 'JJR', 'NN']	['which', 'be', 'the', 'best', 'option', 'to', 'learn', 'functional', 'programming', 'haskell', 'or', 'a', 'simpler', 'language']
21460	0	What is a good YouTube username?	what is a good youtube username	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'NN']	['what', 'be', 'a', 'good', 'youtube', 'username']
2186	1	who has won more games packers or bears	who has won more games packers or bears	['WP', 'VBZ', 'VBN', 'JJR', 'NNS', 'NNS', 'CC', 'NNS']	['who', 'have', 'win', 'more', 'game', 'packer', 'or', 'bear']
22797	0	Which is the best book for building Self Esteem and Confidence?	which is the best book for building self esteem and confidence	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'VBG', 'NN', 'NN', 'CC', 'NN']	['which', 'be', 'the', 'best', 'book', 'for', 'build', 'self', 'esteem', 'and', 'confidence']
21376	1	what shirt goes well with short pants for a man	what shirt goes well with short pants for a man	['WDT', 'NN', 'VBZ', 'RB', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN']	['what', 'shirt', 'go', 'well', 'with', 'short', 'pants', 'for', 'a', 'man']
21467	0	Which is a good solar panel installation provider in Pacific Beach, California CA?	which is a good solar panel installation provider in pacific beach california ca	['WDT', 'VBZ', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'IN', 'JJ', 'NN', 'NNP', 'NNP']	['which', 'be', 'a', 'good', 'solar', 'panel', 'installation', 'provider', 'in', 'pacific', 'beach', 'california', 'can']
349	1	who is best known for his advocacy of laissez-faire as the guiding principle for economic policy	who is best known for his advocacy of laissez faire as the guiding principle for economic policy	['WP', 'VBZ', 'RBS', 'VBN', 'IN', 'PRP$', 'NN', 'IN', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'JJ', 'NN']	['who', 'be', 'best', 'know', 'for', 'he', 'advocacy', 'of', 'laissez', 'faire', 'as', 'the', 'guide', 'principle', 'for', 'economic', 'policy']
18764	0	what were the first roller coasters at canada's wonderland?	what were the first roller coasters at canada s wonderland	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NNS', 'IN', 'NNP', 'POS', 'NN']	"['what', 'be', 'the', 'first', 'roller', 'coaster', 'at', 'canada', ""'s"", 'wonderland']"
23337	1	What is the most badass thing you have ever done to someone which they do not know about?	what is the most badass thing you have ever done to someone which they do not know about	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'PRP', 'VBP', 'RB', 'VBN', 'IN', 'NN', 'WDT', 'PRP', 'VBP', 'RB', 'VB', 'IN']	['what', 'be', 'the', 'most', 'badass', 'thing', 'you', 'have', 'ever', 'do', 'to', 'someone', 'which', 'they', 'do', 'not', 'know', 'about']
4855	1	who is the first listened to on spotify	who is the first listened to on spotify	['WP', 'VBZ', 'DT', 'RBS', 'VBN', 'IN', 'IN', 'NNP']	['who', 'be', 'the', 'first', 'listen', 'to', 'on', 'spotify']
12772	0	what are the different types of dementia	what are the different types of dementia	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NN']	['what', 'be', 'the', 'different', 'type', 'of', 'dementia']
22263	0	What are the best Cyanide & Happiness comics?	what are the best cyanide happiness comics	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NN', 'NNS']	['what', 'be', 'the', 'best', 'cyanide', 'happiness', 'comic']
23045	0	What is the difference between doubt and suspicion?	what is the difference between doubt and suspicion	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'doubt', 'and', 'suspicion']
22296	0	What are the best laptops available under INR 30000 (30k)?	what are the best laptops available under inr 30000 30k	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'JJ', 'IN', '$', 'CD', 'CD', 'CD']	['what', 'be', 'the', 'best', 'laptop', 'available', 'under', 'inr', '30000', '30', 'k']
11089	1	What are health benefits of tripe	what are health benefits of tripe	['WP', 'VBP', 'NN', 'NNS', 'IN', 'NN']	['what', 'be', 'health', 'benefit', 'of', 'tripe']
18936	0	what is the funnest terraria class	what is the funnest terraria class	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN']	['what', 'be', 'the', 'funnest', 'terraria', 'class']
33250	0	Is it generally better to cut chicken breast with or against the grain?	is it generally better to cut chicken breast with or against the grain	['VBZ', 'PRP', 'RB', 'JJR', 'TO', 'VB', 'NN', 'NN', 'IN', 'CC', 'IN', 'DT', 'NN']	['be', 'it', 'generally', 'better', 'to', 'cut', 'chicken', 'breast', 'with', 'or', 'against', 'the', 'grain']
23367	1	What is the most undeniable proof of alien existence?	what is the most undeniable proof of alien existence	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'JJ', 'NN']	['what', 'be', 'the', 'most', 'undeniable', 'proof', 'of', 'alien', 'existence']
23509	0	What are some of the weirdest questions you have seen on Quora?	what are some of the weirdest questions you have seen on quora	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'PRP', 'VBP', 'VBN', 'IN', 'NNP']	['what', 'be', 'some', 'of', 'the', 'weirdest', 'question', 'you', 'have', 'see', 'on', 'quora']
21522	0	What is best incest movie?	what is best incest movie	['WP', 'VBZ', 'JJS', 'JJ', 'NN']	['what', 'be', 'best', 'incest', 'movie']
23468	0	What are the similarities between Darwin's Theory and Lamarck's Theory?	what are the similarities between darwin s theory and lamarck s theory	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NNP', 'POS', 'NN', 'CC', 'NN', 'POS', 'NN']	"['what', 'be', 'the', 'similarity', 'between', 'darwin', ""'s"", 'theory', 'and', 'lamarck', ""'s"", 'theory']"
17957	1	what cat breed has the cutest kittens	what cat breed has the cutest kittens	['WDT', 'NN', 'NN', 'VBZ', 'DT', 'JJS', 'NNS']	['what', 'cat', 'breed', 'have', 'the', 'cutest', 'kitten']
22262	0	What are the best CrossFit workouts on YouTube?	what are the best crossfit workouts on youtube	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'NNP']	['what', 'be', 'the', 'best', 'crossfit', 'workout', 'on', 'youtube']
33352	0	Should I book Thailand Rail tickets online (pre-trip) or at the station when I arrive?	should i book thailand rail tickets online pre trip or at the station when i arrive	['MD', 'PRP', 'VB', 'NNP', 'NN', 'NNS', 'JJ', 'NN', 'NN', 'CC', 'IN', 'DT', 'NN', 'WRB', 'PRP', 'VBP']	['should', 'i', 'book', 'thailand', 'rail', 'ticket', 'online', 'pre', 'trip', 'or', 'at', 'the', 'station', 'when', 'i', 'arrive']
22881	0	Which is the best QuickBooks error support number?	which is the best quickbooks error support number	['WDT', 'VBZ', 'DT', 'JJS', 'NNS', 'NN', 'NN', 'NN']	['which', 'be', 'the', 'best', 'quickbook', 'error', 'support', 'number']
22313	0	What are the best phones under 15000 in india?	what are the best phones under 15000 in india	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'CD', 'IN', 'NNP']	['what', 'be', 'the', 'best', 'phone', 'under', '15000', 'in', 'india']
23282	1	What are some of the most stupid questions asked on Quora?	what are some of the most stupid questions asked on quora	['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', 'NNS', 'VBN', 'IN', 'NNP']	['what', 'be', 'some', 'of', 'the', 'most', 'stupid', 'question', 'ask', 'on', 'quora']
22893	0	Which is the best training institute in Pune for digital marketing and why?	which is the best training institute in pune for digital marketing and why	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'NN', 'CC', 'WRB']	['which', 'be', 'the', 'best', 'training', 'institute', 'in', 'pune', 'for', 'digital', 'marketing', 'and', 'why']
9934	0	is time warner the same as time warner cable	is time warner the same as time warner cable	['VBZ', 'NN', 'NN', 'DT', 'JJ', 'IN', 'NN', 'NN', 'NN']	['be', 'time', 'warner', 'the', 'same', 'as', 'time', 'warner', 'cable']
22357	0	What are the best things in life?	what are the best things in life	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NN']	['what', 'be', 'the', 'best', 'thing', 'in', 'life']
22498	1	What is the best order to read the Discworld novels by Terry Pratchett for maximum enjoyment?	what is the best order to read the discworld novels by terry pratchett for maximum enjoyment	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'DT', 'NN', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'JJ', 'NN']	['what', 'be', 'the', 'best', 'order', 'to', 'read', 'the', 'discworld', 'novel', 'by', 'terry', 'pratchett', 'for', 'maximum', 'enjoyment']
22145	0	Which is strongest out of the two, nuclear missiles or rocket-propelled grenades?	which is strongest out of the two nuclear missiles or rocket propelled grenades	['WDT', 'VBZ', 'JJS', 'IN', 'IN', 'DT', 'CD', 'JJ', 'NNS', 'CC', 'NN', 'VBN', 'NNS']	['which', 'be', 'strongest', 'out', 'of', 'the', 'two', 'nuclear', 'missile', 'or', 'rocket', 'propel', 'grenade']
21529	0	What was that best moment of your life?	what was that best moment of your life	['WP', 'VBD', 'DT', 'JJS', 'NN', 'IN', 'PRP$', 'NN']	['what', 'be', 'that', 'best', 'moment', 'of', 'you', 'life']
6088	0	what is the largest private company in the us	what is the largest private company in the us	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'DT', 'PRP']	['what', 'be', 'the', 'largest', 'private', 'company', 'in', 'the', 'we']
21922	1	What good summer internships abroad are available for an Indian master's student of linguistics?	what good summer internships abroad are available for an indian master s student of linguistics	['WDT', 'JJ', 'NN', 'NNS', 'RB', 'VBP', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'POS', 'NN', 'IN', 'NNS']	"['what', 'good', 'summer', 'internship', 'abroad', 'be', 'available', 'for', 'a', 'indian', 'master', ""'s"", 'student', 'of', 'linguistic']"
22786	1	Which fabric is the best for nightwears?	which fabric is the best for nightwears	['WDT', 'NN', 'VBZ', 'DT', 'JJS', 'IN', 'NNS']	['which', 'fabric', 'be', 'the', 'best', 'for', 'nightwear']
3733	0	what was the biggest win in nba history	what was the biggest win in nba history	['WP', 'VBD', 'DT', 'JJS', 'NN', 'IN', 'NN', 'NN']	['what', 'be', 'the', 'biggest', 'win', 'in', 'nba', 'history']
22982	1	What are some of the coolest / most unusual / strangest jobs?	what are some of the coolest most unusual strangest jobs	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'RBS', 'JJ', 'JJS', 'NNS']	['what', 'be', 'some', 'of', 'the', 'coolest', 'most', 'unusual', 'strangest', 'job']
21476	1	Harry Potter (creative franchise): Who is a more powerful wizard, Dumbledore or Voldemort? Why?	harry potter creative franchise who is a more powerful wizard dumbledore or voldemort why	['NNP', 'NNP', 'JJ', 'NN', 'WP', 'VBZ', 'DT', 'RBR', 'JJ', 'NN', 'NN', 'CC', 'NNP', 'WRB']	['harry', 'potter', 'creative', 'franchise', 'who', 'be', 'a', 'more', 'powerful', 'wizard', 'dumbledore', 'or', 'voldemort', 'why']
23373	0	What matters to you the most and why?	what matters to you the most and why	['WP', 'VBZ', 'IN', 'PRP', 'DT', 'JJS', 'CC', 'WRB']	['what', 'matter', 'to', 'you', 'the', 'most', 'and', 'why']
21449	0	What is a good page border creator, I need to make a Mexican flag paged border and I can't find out how?	what is a good page border creator i need to make a mexican flag paged border and i can t find out how	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'VBN', 'NN', 'CC', 'PRP', 'MD', 'RB', 'VB', 'RP', 'WRB']	['what', 'be', 'a', 'good', 'page', 'border', 'creator', 'i', 'need', 'to', 'make', 'a', 'mexican', 'flag', 'page', 'border', 'and', 'i', 'can', 't', 'find', 'out', 'how']
23074	0	What is the difference between oscillation and resonance?	what is the difference between oscillation and resonance	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'oscillation', 'and', 'resonance']
33177	1	"In what area is LISP's macro better than Ruby's ""ability"" to create DSL"	in what area is lisp s macro better than ruby s ability to create dsl	['IN', 'WDT', 'NN', 'VBZ', 'NN', 'POS', 'NN', 'JJR', 'IN', 'NN', 'POS', 'NN', 'TO', 'VB', 'NN']	"['in', 'what', 'area', 'be', 'lisp', ""'s"", 'macro', 'better', 'than', 'ruby', ""'s"", 'ability', 'to', 'create', 'dsl']"
22510	0	What is the best place you want to visit in China?	what is the best place you want to visit in china	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'NNP']	['what', 'be', 'the', 'best', 'place', 'you', 'want', 'to', 'visit', 'in', 'china']
9473	1	who is the oldest in why dont we	who is the oldest in why dont we	['WP', 'VBZ', 'DT', 'JJS', 'IN', 'WRB', 'VBP', 'RB', 'PRP']	['who', 'be', 'the', 'oldest', 'in', 'why', 'do', 'not', 'we']
23287	1	What are the most annoying types of questions on Quora?	what are the most annoying types of questions on quora	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'NNS', 'IN', 'NNP']	['what', 'be', 'the', 'most', 'annoying', 'type', 'of', 'question', 'on', 'quora']
22259	0	What are the best coworking spaces in Los Angeles?	what are the best coworking spaces in los angeles	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'NNP', 'NNP']	['what', 'be', 'the', 'best', 'coworking', 'space', 'in', 'los', 'angeles']
23440	0	What are the pros and cons of converting from Ubuntu to Linux mint?	what are the pros and cons of converting from ubuntu to linux mint	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'IN', 'NNP', 'IN', 'NNP', 'NN']	['what', 'be', 'the', 'pro', 'and', 'con', 'of', 'convert', 'from', 'ubuntu', 'to', 'linux', 'mint']
21773	0	How do clogging and tap dancing differ?	how do clogging and tap dancing differ	['WRB', 'VBP', 'VBG', 'CC', 'VB', 'NN', 'VB']	['how', 'do', 'clog', 'and', 'tap', 'dancing', 'differ']
33270	0	Why is it seemingly easier to resume torrent downloads than browser downloads?	why is it seemingly easier to resume torrent downloads than browser downloads	['WRB', 'VBZ', 'PRP', 'RB', 'JJR', 'TO', 'VB', 'NN', 'NNS', 'IN', 'NN', 'NNS']	['why', 'be', 'it', 'seemingly', 'easier', 'to', 'resume', 'torrent', 'download', 'than', 'browser', 'download']
22717	0	What's the best way to learn about advertising and marketing?	what s the best way to learn about advertising and marketing	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'best', 'way', 'to', 'learn', 'about', 'advertising', 'and', 'marketing']
23199	0	What are the funniest stories your family and friends tell about you?	what are the funniest stories your family and friends tell about you	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'PRP$', 'NN', 'CC', 'NNS', 'VBP', 'IN', 'PRP']	['what', 'be', 'the', 'funniest', 'story', 'you', 'family', 'and', 'friend', 'tell', 'about', 'you']
3129	1	who was most adversely affected by the price revolution	who was most adversely affected by the price revolution	['WP', 'VBD', 'RBS', 'RB', 'VBN', 'IN', 'DT', 'NN', 'NN']	['who', 'be', 'most', 'adversely', 'affect', 'by', 'the', 'price', 'revolution']
22562	1	What is the best university abroad for doing a MS in civil engineering?	what is the best university abroad for doing a ms in civil engineering	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'RB', 'IN', 'VBG', 'DT', 'NN', 'IN', 'JJ', 'NN']	['what', 'be', 'the', 'best', 'university', 'abroad', 'for', 'do', 'a', 'm', 'in', 'civil', 'engineering']
23445	0	What are the pros and cons of studying architecture?	what are the pros and cons of studying architecture	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'NN']	['what', 'be', 'the', 'pro', 'and', 'con', 'of', 'study', 'architecture']
7110	1	What was the most prominent early ceremonial center of the maya	what was the most prominent early ceremonial center of the maya	['WP', 'VBD', 'DT', 'RBS', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'most', 'prominent', 'early', 'ceremonial', 'center', 'of', 'the', 'maya']
23188	0	What is the fastest way to lose 30 pounds in 1 month?	what is the fastest way to lose 30 pounds in 1 month	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'CD', 'NNS', 'IN', 'CD', 'NN']	['what', 'be', 'the', 'fastest', 'way', 'to', 'lose', '30', 'pound', 'in', '1', 'month']
21856	0	What is/are your favorite anime(s)? Why?	what is are your favorite anime s why	['WP', 'VBZ', 'VBP', 'PRP$', 'JJ', 'NN', 'POS', 'WRB']	"['what', 'be', 'be', 'you', 'favorite', 'anime', ""'s"", 'why']"
2501	1	What is the second most expensive car in the world	what is the second most expensive car in the world	['WP', 'VBZ', 'DT', 'JJ', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'second', 'most', 'expensive', 'car', 'in', 'the', 'world']
22714	0	What's the best way to get really good at basketball?	what s the best way to get really good at basketball	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'RB', 'JJ', 'IN', 'NN']	['what', 'be', 'the', 'best', 'way', 'to', 'get', 'really', 'good', 'at', 'basketball']
21906	1	What are some good movies for 13-year-old girls to watch?	what are some good movies for 13 year old girls to watch	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'CD', 'NN', 'JJ', 'NNS', 'TO', 'VB']	['what', 'be', 'some', 'good', 'movie', 'for', '13', 'year', 'old', 'girl', 'to', 'watch']
4170	0	what is the difference between king and lord	what is the difference between king and lord	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'king', 'and', 'lord']
22559	0	What is the best torrent site for movies?	what is the best torrent site for movies	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNS']	['what', 'be', 'the', 'best', 'torrent', 'site', 'for', 'movie']
22805	1	Which is the best book or magazine for understanding basic economics?	which is the best book or magazine for understanding basic economics	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'CC', 'NN', 'IN', 'VBG', 'JJ', 'NNS']	['which', 'be', 'the', 'best', 'book', 'or', 'magazine', 'for', 'understanding', 'basic', 'economics']
1392	1	which was a state first arkansas or kansas	which was a state first arkansas or kansas	['WDT', 'VBD', 'DT', 'NN', 'JJ', 'NNP', 'CC', 'NNP']	['which', 'be', 'a', 'state', 'first', 'arkansas', 'or', 'kansas']
23588	1	A charter schools a better solution to the failing education system? What are the pros and cons of charter schools?	a charter schools a better solution to the failing education system what are the pros and cons of charter schools	['DT', 'NN', 'NNS', 'DT', 'JJR', 'NN', 'IN', 'DT', 'VBG', 'NN', 'NN', 'WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'NNS']	['a', 'charter', 'school', 'a', 'better', 'solution', 'to', 'the', 'fail', 'education', 'system', 'what', 'be', 'the', 'pro', 'and', 'con', 'of', 'charter', 'school']
22887	0	Which is the best smartphone I can buy under 15000 in july 2016?	which is the best smartphone i can buy under 15000 in july 2016	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'MD', 'VB', 'IN', 'CD', 'IN', 'NNP', 'CD']	['which', 'be', 'the', 'best', 'smartphone', 'i', 'can', 'buy', 'under', '15000', 'in', 'july', '2016']
21653	0	In what aspects is Hillary Clinton better than Trump?	in what aspects is hillary clinton better than trump	['IN', 'WDT', 'NNS', 'VBZ', 'NNP', 'NNP', 'JJR', 'IN', 'NNP']	['in', 'what', 'aspect', 'be', 'hillary', 'clinton', 'better', 'than', 'trump']
21623	1	Which is better law from BHU or Osmania university?	which is better law from bhu or osmania university	['WDT', 'VBZ', 'JJR', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'NN']	['which', 'be', 'better', 'law', 'from', 'bhu', 'or', 'osmania', 'university']
33260	0	What is the difference between doughnut and krapfen?	what is the difference between doughnut and krapfen	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'doughnut', 'and', 'krapfen']
23515	0	What's the weirdest search you've done on Google?	what s the weirdest search you ve done on google	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'VBN', 'IN', 'NNP']	['what', 'be', 'the', 'weirdest', 'search', 'you', 'have', 'do', 'on', 'google']
20415	0	what was the primary cause of the civil war	what was the primary cause of the civil war	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN']	['what', 'be', 'the', 'primary', 'cause', 'of', 'the', 'civil', 'war']
21715	1	What is the Sahara, and how do the average temperatures there compare to the ones in the Great Victoria Desert?	what is the sahara and how do the average temperatures there compare to the ones in the great victoria desert	['WP', 'VBZ', 'DT', 'NN', 'CC', 'WRB', 'VBP', 'DT', 'JJ', 'NNS', 'RB', 'VB', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NNP', 'NN']	['what', 'be', 'the', 'sahara', 'and', 'how', 'do', 'the', 'average', 'temperature', 'there', 'compare', 'to', 'the', 'one', 'in', 'the', 'great', 'victoria', 'desert']
18151	0	what's the difference between use case and scenario	what s the difference between use case and scenario	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'use', 'case', 'and', 'scenario']
21654	1	Is Quora better than Google for answers?	is quora better than google for answers	['VBZ', 'NN', 'JJR', 'IN', 'NNP', 'IN', 'NNS']	['be', 'quora', 'better', 'than', 'google', 'for', 'answer']
22417	1	What is the best airline to fly from India to USA?	what is the best airline to fly from india to usa	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', 'IN', 'NNP']	['what', 'be', 'the', 'best', 'airline', 'to', 'fly', 'from', 'india', 'to', 'usa']
22546	0	What is the best speaker phone?	what is the best speaker phone	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN']	['what', 'be', 'the', 'best', 'speaker', 'phone']
33303	1	Are clear or opaque tarps better for solarization?	are clear or opaque tarps better for solarization	['VBP', 'JJ', 'CC', 'JJ', 'NNS', 'JJR', 'IN', 'NN']	['be', 'clear', 'or', 'opaque', 'tarp', 'better', 'for', 'solarization']
